10'马竞进球啦！！！                   10'马竞第10分钟取得领先
10'科克推射建功！！！                   10'马竞第10分钟取得领先
11'胡安弗兰右路拿球，强突下底传中到前点，尼格斯脚背一点到中路，科克点球点附近无人防守，轻松推射打进！！！                   10'马竞第10分钟取得领先
12'内马尔前场拿球，强突到禁区腹地                   10'马竞第10分钟取得领先
12'面对前后夹击，摔倒在禁区，裁判没有表示                   10'马竞第10分钟取得领先
12'球被马竞球员控制，准备反击                   10'马竞第10分钟取得领先
12'加比中场拿球，内马尔身后上抢，犯规！！！                   10'马竞第10分钟取得领先
13'布斯克茨中圈拿球，往左路带，回传阿尔巴                   10'马竞第10分钟取得领先
13'阿尔巴再给中间接应的拉基蒂奇                   10'马竞第10分钟取得领先
17'内马尔刚刚好像被尼格斯踩到了脚面，痛的直接蹲在了地上                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
17'马竞后场抢断，路易斯分球科克                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
17'科克后场直接送出过顶打身后                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
18'布拉切出击到禁区外，抢在卡拉斯科之前，将球破坏                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
18'比分落后，巴萨阵型前压，要反扑啦！！！                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
19'阿尔维斯右路拿球，直塞给到拉基蒂奇                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
19'拉基蒂奇背身停球，面对逼抢，没控制好，出了边线                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
19'格里兹曼中场抢断，分球给到左路                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
20'卡拉斯科拿球，左路强行内切，禁区角上被破坏                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
20'好机会啊，可惜啦                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
20'费尔南德斯禁区弧顶一扣闪开布斯克茨的上抢                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
20'直接一脚怒射，打偏了一点点啊                   17'巴萨第17分钟才有首次射门，阿尔维斯禁区内起脚被封堵
