4'西汉姆联球员诺兰大禁区中央左脚射门,被防守球员封堵.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
4'西汉姆联球员安迪-卡罗尔大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
4'克莱维利为曼联赢得一个任意球.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
4'西汉姆联球员诺兰拼抢犯规,对手获得控球权.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
7'西汉姆联球员诺兰拼抢犯规,对手获得控球权.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
7'克莱维利为曼联在对方半场,赢得一个任意球.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
7'黄牌！西汉姆联球员诺兰因为恶意犯规,被主裁判出示黄牌.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
7'曼联球员鲁尼大禁区外右脚射门,被防守球员封堵.                   4'第4分钟，前利物浦中锋卡罗尔禁区前劲射偏出
10'贾维斯为西汉姆联在左路,赢得一个任意球.                   10'第10分钟，拉斐尔边路对贾维斯犯规，马修-泰勒左路任意球传中，凯文-诺兰前点近距离射门偏出近角
10'曼联球员拉斐尔拼抢犯规,对手获得控球权.                   10'第10分钟，拉斐尔边路对贾维斯犯规，马修-泰勒左路任意球传中，凯文-诺兰前点近距离射门偏出近角
11'西汉姆联球员诺兰小禁区左侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是马修-泰勒.                   10'第10分钟，拉斐尔边路对贾维斯犯规，马修-泰勒左路任意球传中，凯文-诺兰前点近距离射门偏出近角
27'西汉姆联球员安迪-卡罗尔大禁区中央尝试左脚射门,可惜皮球稍稍高出球门.                   27'第27分钟，埃文斯头球解围打在卡里克头上弹回，卡罗尔禁区左侧10码处凌空抽射偏出
28'汤姆金斯将球处理出底线,曼联获得角球.                   27'第27分钟，埃文斯头球解围打在卡里克头上弹回，卡罗尔禁区左侧10码处凌空抽射偏出
29'射门!!!曼联球员安德森大禁区外左脚射门,被对方守门员横身扑出.给他传球的是拉斐尔.                   27'第27分钟，埃文斯头球解围打在卡里克头上弹回，卡罗尔禁区左侧10码处凌空抽射偏出
29'射门!!!曼联球员埃尔南德斯大禁区外右脚射门,被对方守门员横身扑出.给他传球的是克莱维利.                   27'第27分钟，埃文斯头球解围打在卡里克头上弹回，卡罗尔禁区左侧10码处凌空抽射偏出
29'雅斯克莱宁将球处理出底线,曼联获得角球.                   27'第27分钟，埃文斯头球解围打在卡里克头上弹回，卡罗尔禁区左侧10码处凌空抽射偏出
33'曼联球员安德森大禁区外尝试左脚射门,可惜皮球偏出球门.给他传球的是拉斐尔.                   33'第33分钟，拉斐尔传球，安德森禁区前射门再度偏出
35'曼联球员克莱维利一脚直塞球给范佩西,但是边裁举旗显示后者已经越位.                   33'第33分钟，拉斐尔传球，安德森禁区前射门再度偏出
36'西汉姆联球员马修-泰勒大禁区外尝试左脚射门,可惜皮球偏出球门.给他传球的是诺兰.                   33'第33分钟，拉斐尔传球，安德森禁区前射门再度偏出
50'西汉姆联球员安迪-卡罗尔大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是贾维斯.                   50'第50分钟，克莱维利左路传中被解围，克莱维利禁区弧边缘凌空抽射被雅斯克莱宁托出横梁，但裁判却判罚球门球
50'曼联球员鲁尼大禁区中央右脚射门,被防守球员封堵.给他传球的是埃尔南德斯.                   50'第50分钟，克莱维利左路传中被解围，克莱维利禁区弧边缘凌空抽射被雅斯克莱宁托出横梁，但裁判却判罚球门球
50'曼联球员克莱维利大禁区外尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是范佩西.                   50'第50分钟，克莱维利左路传中被解围，克莱维利禁区弧边缘凌空抽射被雅斯克莱宁托出横梁，但裁判却判罚球门球
57'射门!!!曼联球员范佩西大禁区外左脚射门,被对方守门员横身扑出.给他传球的是鲁尼.                   57'第57分钟，奥布莱恩禁区前对范佩西犯规，鲁尼拨出，范佩西22码处射门正入雅斯克莱宁下怀
57'西汉姆联球员安迪-卡罗尔手球犯规,对手获得球权.                   57'第57分钟，奥布莱恩禁区前对范佩西犯规，鲁尼拨出，范佩西22码处射门正入雅斯克莱宁下怀
58'曼联球员卡里克大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.                   57'第57分钟，奥布莱恩禁区前对范佩西犯规，鲁尼拨出，范佩西22码处射门正入雅斯克莱宁下怀
60'射门!!!曼联球员鲁尼大禁区外右脚射门,被对方守门员横身扑出.给他传球的是安德森.                   57'第57分钟，奥布莱恩禁区前对范佩西犯规，鲁尼拨出，范佩西22码处射门正入雅斯克莱宁下怀
60'雅斯克莱宁将球处理出底线,曼联获得角球.                   57'第57分钟，奥布莱恩禁区前对范佩西犯规，鲁尼拨出，范佩西22码处射门正入雅斯克莱宁下怀
60'射门!!!曼联球员鲁尼大禁区外右脚射门,被对方守门员横身扑出.给他传球的是安德森.                   60'第60分钟，安德森传球，鲁尼禁区前劲射被雅斯克莱宁救出底线
60'雅斯克莱宁将球处理出底线,曼联获得角球.                   60'第60分钟，安德森传球，鲁尼禁区前劲射被雅斯克莱宁救出底线
63'西汉姆联换人,查尔顿-科尔换下安迪-卡罗尔                   60'第60分钟，安德森传球，鲁尼禁区前劲射被雅斯克莱宁救出底线
63'西汉姆联换人,查尔顿-科尔换下安迪-卡罗尔                   63'第63分钟，前切尔西中锋卡尔顿-科尔换下卡罗尔
66'德梅尔为西汉姆联在右路,赢得一个任意球.                   63'第63分钟，前切尔西中锋卡尔顿-科尔换下卡罗尔
66'曼联球员安德森拼抢犯规,对手获得控球权.                   63'第63分钟，前切尔西中锋卡尔顿-科尔换下卡罗尔
66'曼联换人,阿什利-扬换下克莱维利                   63'第63分钟，前切尔西中锋卡尔顿-科尔换下卡罗尔
67'曼联球员埃尔南德斯大禁区中央尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是拉斐尔.                   67'第67分钟，拉斐尔禁区右侧传射，埃尔南德斯中路脚后跟钩射蹭偏
