12'多特蒙德球员沙欣大禁区中央尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是普利西奇.                   12'多特第12分钟取得领先
12'射门!!!多特蒙德球员奥巴梅扬球门线跟前右脚射门,被对方守门员横身扑出.给他传球的是沙欣.                   12'多特第12分钟取得领先
12'进球啦！！！多特蒙德球员奥巴梅扬球门线跟前,球从左下角飞进球门,球进了! 多特蒙德 1-0 沙尔克04.                   12'多特第12分钟取得领先
13'多特蒙德受伤倒地,比赛暂停                   12'多特第12分钟取得领先
13'(contentious referee decisions)Video Review: Goal. Referee decision on field stands.                   12'多特第12分钟取得领先
13'暂停结束,球员们重新开始比赛.                   12'多特第12分钟取得领先
14'多特蒙德球员奥巴梅扬大禁区中央尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是亚尔莫连科.                   12'多特第12分钟取得领先
15'沙尔克04球员麦克肯尼拼抢犯规,对手获得控球权.                   12'多特第12分钟取得领先
15'帕帕斯塔索普洛斯为多特蒙德赢得一个任意球.                   12'多特第12分钟取得领先
48'科诺普扬卡为沙尔克04在左路,赢得一个任意球.                   47'2分钟后，亚尔莫连科右路下底低传，奥巴梅扬在门前10米处推射掠过横梁
48'多特蒙德球员托普拉克拼抢犯规,对手获得控球权.                   47'2分钟后，亚尔莫连科右路下底低传，奥巴梅扬在门前10米处推射掠过横梁
49'沙尔克04球员戈雷茨卡大禁区中央尝试头球,可惜皮球高出球门.给他传球的是奥奇普卡.                   47'2分钟后，亚尔莫连科右路下底低传，奥巴梅扬在门前10米处推射掠过横梁
20'帕帕斯塔索普洛斯将球处理出底线,沙尔克04获得角球.                   20'第20分钟，奥巴梅扬右路突破弧线球传中，格策后点距门7米处冲顶弹地入网，3比0
20'进球啦！！！多特蒙德球员格策小禁区左侧头球,球从中路飞进球门,球进了!助攻的是奥巴梅扬. 多特蒙德 3-0 沙尔克04.                   20'第20分钟，奥巴梅扬右路突破弧线球传中，格策后点距门7米处冲顶弹地入网，3比0
22'沙尔克04球员科雷尔拼抢犯规,对手获得控球权.                   20'第20分钟，奥巴梅扬右路突破弧线球传中，格策后点距门7米处冲顶弹地入网，3比0
22'沙欣为多特蒙德赢得一个任意球.                   20'第20分钟，奥巴梅扬右路突破弧线球传中，格策后点距门7米处冲顶弹地入网，3比0
22'黄牌！沙尔克04球员科雷尔因为恶意犯规,被主裁判出示黄牌.                   20'第20分钟，奥巴梅扬右路突破弧线球传中，格策后点距门7米处冲顶弹地入网，3比0
48'科诺普扬卡为沙尔克04在左路,赢得一个任意球.                   47'这是多特蒙德对沙尔克第2快的4比0领先，仅次于1964年9月23分钟4比0领先，当时最终比分是6比2
48'多特蒙德球员托普拉克拼抢犯规,对手获得控球权.                   47'这是多特蒙德对沙尔克第2快的4比0领先，仅次于1964年9月23分钟4比0领先，当时最终比分是6比2
49'沙尔克04球员戈雷茨卡大禁区中央尝试头球,可惜皮球高出球门.给他传球的是奥奇普卡.                   47'这是多特蒙德对沙尔克第2快的4比0领先，仅次于1964年9月23分钟4比0领先，当时最终比分是6比2
61'进球啦！！！沙尔克04球员博格斯塔勒大禁区中央头球,球从右上角飞进球门,球进了!助攻的是斯坦博里. 多特蒙德 4-1 沙尔克04.                   61'沙尔克第61分钟扳回一分
62'沙尔克04球员卡利朱里大禁区外尝试左脚射门,可惜皮球稍稍偏出了左球门.                   61'沙尔克第61分钟扳回一分
49'沙尔克04球员戈雷茨卡大禁区中央尝试头球,可惜皮球高出球门.给他传球的是奥奇普卡.                   49'4分钟后，多特松懈的后防再度犯错，科诺普良卡左路突破托普拉克底线挑传，沙欣门前冒顶，阿里特在门前8米处停球打进右下角，2比4
52'普利西奇将球处理出底线,沙尔克04获得角球.                   49'4分钟后，多特松懈的后防再度犯错，科诺普良卡左路突破托普拉克底线挑传，沙欣门前冒顶，阿里特在门前8米处停球打进右下角，2比4
72'阿米涅-阿里特为沙尔克04在右路,赢得一个任意球.                   72'多特后防溃不成军，博斯用巴尔特拉换下亚尔莫连科，然而第72分钟，奥巴梅扬边线回防放倒阿里特，累计2张黄牌被罚下
72'多特蒙德球员奥巴梅扬拼抢犯规,对手获得控球权.                   72'多特后防溃不成军，博斯用巴尔特拉换下亚尔莫连科，然而第72分钟，奥巴梅扬边线回防放倒阿里特，累计2张黄牌被罚下
72'多特蒙德球员奥巴梅扬因为恶意犯规,被裁判出示了第二张黄牌.                   72'多特后防溃不成军，博斯用巴尔特拉换下亚尔莫连科，然而第72分钟，奥巴梅扬边线回防放倒阿里特，累计2张黄牌被罚下
73'射门!!!沙尔克04球员博格斯塔勒大禁区中央头球,被对方守门员横身扑出.给他传球的是科诺普扬卡.                   72'多特后防溃不成军，博斯用巴尔特拉换下亚尔莫连科，然而第72分钟，奥巴梅扬边线回防放倒阿里特，累计2张黄牌被罚下
75'斯坦博里将球处理出底线,多特蒙德获得角球.                   72'多特后防溃不成军，博斯用巴尔特拉换下亚尔莫连科，然而第72分钟，奥巴梅扬边线回防放倒阿里特，累计2张黄牌被罚下
