7'克诺齐将球处理出底线,拜仁慕尼黑获得角球.                   7'第7分钟，沙奇里开出角球，丹特头球高出
7'拜仁慕尼黑球员丹特大禁区中央尝试头球,可惜皮球高出球门.给他传球的是沙基里.                   7'第7分钟，沙奇里开出角球，丹特头球高出
8'法格尼将球处理出底线,拜仁慕尼黑获得角球.                   7'第7分钟，沙奇里开出角球，丹特头球高出
8'波加特茨将球处理出底线,拜仁慕尼黑获得角球.                   7'第7分钟，沙奇里开出角球，丹特头球高出
9'拜仁慕尼黑球员哈维-马丁内斯大禁区中央尝试头球,可惜皮球高出右上角球门.给他传球的是罗本.                   7'第7分钟，沙奇里开出角球，丹特头球高出
10'若苏埃为沃尔夫斯堡赢得一个任意球.                   7'第7分钟，沙奇里开出角球，丹特头球高出
10'拜仁慕尼黑球员沙基里拼抢犯规,对手获得控球权.                   7'第7分钟，沙奇里开出角球，丹特头球高出
16'射门!!!拜仁慕尼黑球员拉姆大禁区外左脚射门,被对方守门员横身扑出.给他传球的是施魏因斯泰格.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
17'罗德里格斯将球处理出底线,拜仁慕尼黑获得角球.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
18'拜仁慕尼黑球员施魏因斯泰格大禁区外右脚射门,命中门柱左侧立柱.给他传球的是巴德施图伯.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
19'克诺齐为沃尔夫斯堡在对方半场,赢得一个任意球.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
19'拜仁慕尼黑球员哈维-马丁内斯拼抢犯规,对手获得控球权.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
19'贝纳格里奥为沃尔夫斯堡赢得一个任意球.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
19'拜仁慕尼黑球员罗本拼抢犯规,对手获得控球权.                   16'第16分钟，拉姆右路内切左脚远射被贝纳利奥得到
47'沃尔夫斯堡球员奥利奇拼抢犯规,对手获得控球权.                   46'1分钟后，罗本突入禁区右侧，出击的贝纳利奥头部与罗本膝盖相撞接受治疗
47'拉姆为拜仁慕尼黑在右路,赢得一个任意球.                   46'1分钟后，罗本突入禁区右侧，出击的贝纳利奥头部与罗本膝盖相撞接受治疗
47'射门!!!拜仁慕尼黑球员曼朱基奇大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是里贝里.                   46'1分钟后，罗本突入禁区右侧，出击的贝纳利奥头部与罗本膝盖相撞接受治疗
47'射门!!!拜仁慕尼黑球员罗本大禁区中央左脚射门,被对方守门员横身扑出.                   46'1分钟后，罗本突入禁区右侧，出击的贝纳利奥头部与罗本膝盖相撞接受治疗
47'拜仁慕尼黑球员罗本一脚直塞球给里贝里,但是边裁举旗显示后者已经越位.                   46'1分钟后，罗本突入禁区右侧，出击的贝纳利奥头部与罗本膝盖相撞接受治疗
49'沃尔夫斯堡球员迭戈手球犯规,对手获得球权.                   46'1分钟后，罗本突入禁区右侧，出击的贝纳利奥头部与罗本膝盖相撞接受治疗
33'沃尔夫斯堡球员波加特茨拼抢犯规,对手获得控球权.                   33'第33分钟，里贝里传球，曼朱基奇突入禁区左侧距门11米处左脚推射击中边网
