3'巴列恩特将球处理出底线,皇家马德里获得角球.                   3'开场仅3分钟，阿隆索开出角球，拉莫斯头球攻门稍稍高出
3'皇家马德里球员拉莫斯大禁区中央尝试头球,可惜皮球稍稍高出球门.给他传球的是阿隆索.                   3'开场仅3分钟，阿隆索开出角球，拉莫斯头球攻门稍稍高出
5'巴拉多利德球员阿尔卡特拉斯拼抢犯规,对手获得控球权.                   3'开场仅3分钟，阿隆索开出角球，拉莫斯头球攻门稍稍高出
5'迪马利亚为皇家马德里在左路,赢得一个任意球.                   3'开场仅3分钟，阿隆索开出角球，拉莫斯头球攻门稍稍高出
5'皇家马德里球员迪马利亚大禁区外左脚射门,命中门柱横梁.                   3'开场仅3分钟，阿隆索开出角球，拉莫斯头球攻门稍稍高出
8'巴拉多利德球员阿尔卡特拉斯一脚直塞球给哈维-格拉,但是边裁举旗显示后者已经越位.                   8'第8分钟，马塞洛传球，迪马利亚禁区左侧低射被马里尼奥救下
8'射门!!!皇家马德里球员迪马利亚大禁区左侧左脚射门,被对方守门员横身扑出.给他传球的是马塞洛.                   8'第8分钟，马塞洛传球，迪马利亚禁区左侧低射被马里尼奥救下
11'佩尼亚将球处理出底线,皇家马德里获得角球.                   8'第8分钟，马塞洛传球，迪马利亚禁区左侧低射被马里尼奥救下
11'皇家马德里球员拉莫斯大禁区中央尝试头球,可惜皮球高出球门.给他传球的是伊斯科.                   8'第8分钟，马塞洛传球，迪马利亚禁区左侧低射被马里尼奥救下
13'皇家马德里球员本泽马小禁区右侧尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是迪马利亚.                   13'第13分钟，迪马利亚左路传中，本泽马远点近距离凌空打门偏出近角
14'皇家马德里球员贝尔大禁区外尝试左脚射门,可惜皮球高出球门.给他传球的是阿隆索.                   13'第13分钟，迪马利亚左路传中，本泽马远点近距离凌空打门偏出近角
16'射门!!!皇家马德里球员贝尔大禁区中央头球,被对方守门员横身扑出.给他传球的是迪马利亚.                   13'第13分钟，迪马利亚左路传中，本泽马远点近距离凌空打门偏出近角
48'巴拉多利德球员佩尼亚大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.                   47'2分钟后，迪马利亚传中，贝尔的头球攻门又被马里尼奥救下
50'阿尔瓦罗-鲁比奥将球处理出底线,皇家马德里获得角球.                   47'2分钟后，迪马利亚传中，贝尔的头球攻门又被马里尼奥救下
46'皇家马德里球员摩德里奇大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是阿隆索.                   46'1分钟后，迪玛利亚禁区边缘外凌空抽射仍被马里尼奥在左上角拿下
48'巴拉多利德球员佩尼亚大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.                   46'1分钟后，迪玛利亚禁区边缘外凌空抽射仍被马里尼奥在左上角拿下
30'射门!!!皇家马德里球员迪马利亚大禁区左侧左脚射门,被对方守门员横身扑出.给他传球的是伊斯科.                   30'第30分钟，伊斯科送出直传，迪马利亚禁区左侧的射门被马里尼奥扑出底线
30'马里尼奥将球处理出底线,皇家马德里获得角球.                   30'第30分钟，伊斯科送出直传，迪马利亚禁区左侧的射门被马里尼奥扑出底线
31'皇家马德里球员拉莫斯大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是阿隆索.                   30'第30分钟，伊斯科送出直传，迪马利亚禁区左侧的射门被马里尼奥扑出底线
33'皇家马德里球员迪马利亚大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是马塞洛.                   30'第30分钟，伊斯科送出直传，迪马利亚禁区左侧的射门被马里尼奥扑出底线
33'进球啦！！！皇家马德里球员贝尔大禁区中央头球,球从中路飞进球门,球进了! 皇家马德里 1-0 巴拉多利德.                   30'第30分钟，伊斯科送出直传，迪马利亚禁区左侧的射门被马里尼奥扑出底线
31'皇家马德里球员拉莫斯大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是阿隆索.                   31'第31分钟，阿隆索开出角球，拉莫斯全场第3次头球攻门仍然高出
33'皇家马德里球员迪马利亚大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是马塞洛.                   31'第31分钟，阿隆索开出角球，拉莫斯全场第3次头球攻门仍然高出
33'进球啦！！！皇家马德里球员贝尔大禁区中央头球,球从中路飞进球门,球进了! 皇家马德里 1-0 巴拉多利德.                   31'第31分钟，阿隆索开出角球，拉莫斯全场第3次头球攻门仍然高出
