10'拜仁慕尼黑球员穆勒大禁区中央尝试头球,可惜皮球偏出球门.给他传球的是沙基里.                   10'第10分钟，沙奇里左路传中，穆勒后点顶出弹地球偏出近门柱
12'美因茨球员基尔霍夫拼抢犯规,对手获得控球权.                   10'第10分钟，沙奇里左路传中，穆勒后点顶出弹地球偏出近门柱
12'克罗斯为拜仁慕尼黑在对方半场,赢得一个任意球.                   10'第10分钟，沙奇里左路传中，穆勒后点顶出弹地球偏出近门柱
13'进球啦！！！拜仁慕尼黑球员施魏因斯泰格大禁区中央头球,球从右下角飞进球门,球进了!助攻的是巴德施图伯. 拜仁慕尼黑 2-0 美因茨.                   10'第10分钟，沙奇里左路传中，穆勒后点顶出弹地球偏出近门柱
47'尼古拉-穆勒为美因茨赢得一个任意球.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
47'拜仁慕尼黑球员曼季茹基奇拼抢犯规,对手获得控球权.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
47'美因茨球员索托大禁区中央左脚射门,被防守球员封堵.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
47'博阿滕将球处理出底线,美因茨获得角球.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
48'扎巴夫尼克为美因茨赢得一个任意球.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
48'拜仁慕尼黑球员曼季茹基奇拼抢犯规,对手获得控球权.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
50'美因茨球员鲍姆加特林格拼抢犯规,对手获得控球权.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
50'曼季茹基奇为拜仁慕尼黑在右路,赢得一个任意球.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
50'射门!!!拜仁慕尼黑球员沙基里右侧很远处左脚射门,被对方守门员横身扑出.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
50'维特克洛将球处理出底线,拜仁慕尼黑获得角球.                   47'下半时开始2分钟，博阿滕和丹特禁区内防守失误，索托左脚射门被挡出底线
55'射门!!!拜仁慕尼黑球员穆勒小禁区右侧右脚射门,被对方守门员横身扑出.                   55'第55分钟，曼朱基奇传球，穆勒禁区右侧小角度射门，韦特克洛脱手后将球拿到
56'射门!!!拜仁慕尼黑球员克罗斯大禁区外右脚射门,被对方守门员横身扑出.给他传球的是巴德施图伯.                   55'第55分钟，曼朱基奇传球，穆勒禁区右侧小角度射门，韦特克洛脱手后将球拿到
58'巴德施图伯将球处理出底线,美因茨获得角球.                   55'第55分钟，曼朱基奇传球，穆勒禁区右侧小角度射门，韦特克洛脱手后将球拿到
58'点球,鲍姆加特林格在禁区内被侵犯,美因茨获得点球.                   55'第55分钟，曼朱基奇传球，穆勒禁区右侧小角度射门，韦特克洛脱手后将球拿到
58'拜仁慕尼黑球员丹特犯规,致使对方获得点球.                   55'第55分钟，曼朱基奇传球，穆勒禁区右侧小角度射门，韦特克洛脱手后将球拿到
58'巴德施图伯将球处理出底线,美因茨获得角球.                   58'第58分钟，鲍姆加特林格突入禁区右侧被丹特凶狠踢倒，点球
58'点球,鲍姆加特林格在禁区内被侵犯,美因茨获得点球.                   58'第58分钟，鲍姆加特林格突入禁区右侧被丹特凶狠踢倒，点球
58'拜仁慕尼黑球员丹特犯规,致使对方获得点球.                   58'第58分钟，鲍姆加特林格突入禁区右侧被丹特凶狠踢倒，点球
