3'切尔西中场抢断，分球右路给摩西                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
3'摩西拿球强突，回防的索比犯规！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
3'切尔西获得前场右路的任意球机会！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
3'进球了，1-0！！！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
3'吕迪格的头球！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
4'威廉任意球斜传禁区到后点，吕迪格在三名防守球员的夹击下，高高跃起，甩头顶进球门左侧！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
4'开场3分钟，切尔西取得领先，完美的开局啊！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
5'卡梅伦后场的过顶长传找迪乌夫                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
5'吕迪格回防，头球解围出边线！！                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
5'斯托克城右路的横传球到门前，库尔图瓦控制                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
5'再给阿斯皮利奎塔，分球坎特                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
6'坎特再给德林克沃特                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
6'德林克沃特回传吕迪格，再给卡希尔                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
6'直塞坎特，分球右路阿斯皮利奎塔                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
6'阿斯皮利奎塔右路45度斜传禁区，巴特兰德将球没收                   3'切尔西第3分钟取得领先，威廉右路任意球传中，吕迪格小禁区边缘头球破门
23'阿隆索后场左路拿球，横传给到阿斯皮利奎塔                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
23'阿斯皮利奎塔带球到中线，直塞给到摩西                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
23'摩西横传再找威廉                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
23'3-0！！！                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
24'佩德罗的进球！！                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
25'坎特中场拿球，斜塞左侧给威廉，威廉内切，再横传佩德罗，佩德罗禁区弧内停球稍作调整，禁区线上起右脚低射，打进球门左下角！！                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
25'上半场25分钟，切尔西主场3-0领先斯托克城了！！                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
26'阿费莱前场中路拿球，分球右路找迪乌夫                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
26'吕迪格的回防放铲，将球解围出边线                   23'切尔西第23分钟几近锁定胜局，威廉传球，佩德罗禁区边缘射入左下角，3-0
38'摩西右路拿球，强突遭遇两人夹击                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
38'索比将球拦截，横传亚当                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
38'亚当再找弗莱彻，被摩西抢断                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
38'摩西的过顶球找莫拉塔，越位在先                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
39'斯托克城后场过顶长传打身后，迪乌夫插上胸部停球，趟球进入禁区，单刀赴会，面对库尔图瓦，右脚推射打进，可惜裁判吹罚越位在先，无效！！                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
41'莫拉塔前场中路拿球，分球左侧上来的阿隆索                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
41'阿隆索再给佩德罗，佩德罗分球威廉                   38'第38分钟，查理-亚当长传，迪乌夫停球后突入禁区右侧射入远角，但他被判罚手球犯规在先，进球无效
