3'泽尼特球员谢马克大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.                   3'第3分钟，西马克远射偏出
6'利物浦球员亨德森大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是乔-阿伦.                   3'第3分钟，西马克远射偏出
47'利物浦球员唐宁大禁区右侧左脚射门,被防守球员封堵.给他传球的是杰拉德.                   46'1分钟后，亨德森左路小角度射门被马拉费夫轻松得到
48'利物浦球员阿格尔大禁区外尝试左脚射门,可惜皮球高出球门.给他传球的是亨德森.                   46'1分钟后，亨德森左路小角度射门被马拉费夫轻松得到
19'进球啦！！！泽尼特球员胡尔克大禁区中央左脚射门,球从左下角飞进球门,球进了! 利物浦 0-1 泽尼特.                   19'泽尼特第19分钟取得领先，卡拉格回传失误，浩克突入禁区左肋13码处单刀推射破门
22'利物浦球员亨德森大禁区左侧左脚射门,被防守球员封堵.给他传球的是乔-阿伦.                   19'泽尼特第19分钟取得领先，卡拉格回传失误，浩克突入禁区左肋13码处单刀推射破门
22'利物浦球员亨德森大禁区左侧左脚射门,被防守球员封堵.给他传球的是乔-阿伦.                   22'第22分钟，乔-艾伦传球，亨德森禁区左侧的射门被封堵
31'胡波坎将球处理出底线,利物浦获得角球.                   31'第31分钟，浩克禁区左侧的射门又被封堵
31'泽尼特球员胡尔克大禁区左侧左脚射门,被防守球员封堵.给他传球的是丹尼.                   31'第31分钟，浩克禁区左侧的射门又被封堵
32'雷纳将球处理出底线,泽尼特获得角球.                   31'第31分钟，浩克禁区左侧的射门又被封堵
32'阿纽科夫为泽尼特在对方半场,赢得一个任意球.                   31'第31分钟，浩克禁区左侧的射门又被封堵
32'利物浦球员苏亚雷斯拼抢犯规,对手获得控球权.                   31'第31分钟，浩克禁区左侧的射门又被封堵
32'泽尼特球员胡尔克大禁区外左脚射门,被防守球员封堵.                   31'第31分钟，浩克禁区左侧的射门又被封堵
34'泽尼特球员丹尼大禁区中央尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是胡尔克.                   31'第31分钟，浩克禁区左侧的射门又被封堵
36'泽尼特球员阿纽科夫右侧很远处尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是丹尼.                   36'第36分钟，丹尼传球，安尤科夫远射偏出
36'泽尼特球员内托拼抢犯规,对手获得控球权.                   36'第36分钟，丹尼传球，安尤科夫远射偏出
36'亨德森为利物浦在对方半场,赢得一个任意球.                   36'第36分钟，丹尼传球，安尤科夫远射偏出
39'利物浦球员杰拉德一脚直塞球给苏亚雷斯,但是边裁举旗显示后者已经越位.                   36'第36分钟，丹尼传球，安尤科夫远射偏出
47'利物浦球员唐宁大禁区右侧左脚射门,被防守球员封堵.给他传球的是杰拉德.                   47'第47分钟，唐宁切入禁区右侧的射门被封堵
48'利物浦球员阿格尔大禁区外尝试左脚射门,可惜皮球高出球门.给他传球的是亨德森.                   47'第47分钟，唐宁切入禁区右侧的射门被封堵
50'泽尼特球员维斯特尔拼抢犯规,对手获得控球权.                   47'第47分钟，唐宁切入禁区右侧的射门被封堵
50'亨德森为利物浦在左路,赢得一个任意球.                   47'第47分钟，唐宁切入禁区右侧的射门被封堵
50'射门!!!利物浦球员苏亚雷斯大禁区左侧右脚射门,被对方守门员横身扑出.给他传球的是卢卡斯.                   47'第47分钟，唐宁切入禁区右侧的射门被封堵
50'马拉费耶夫将球处理出底线,利物浦获得角球.                   47'第47分钟，唐宁切入禁区右侧的射门被封堵
50'泽尼特球员维斯特尔拼抢犯规,对手获得控球权.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
50'亨德森为利物浦在左路,赢得一个任意球.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
50'射门!!!利物浦球员苏亚雷斯大禁区左侧右脚射门,被对方守门员横身扑出.给他传球的是卢卡斯.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
50'马拉费耶夫将球处理出底线,利物浦获得角球.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
52'德尼索夫将球处理出底线,利物浦获得角球.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
53'法伊祖林为泽尼特在右路,赢得一个任意球.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
53'利物浦球员何塞-恩里克拼抢犯规,对手获得控球权.                   50'第50分钟，胡布坎禁区边缘内手球未被判罚，卢卡斯传球，苏亚雷斯禁区左侧15码处劲射近角被马拉费夫扑出
67'泽尼特球员胡尔克大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.                   67'第67分钟，谢尔维对浩克犯规被罚黄牌，浩克30码处任意球直接射门擦右上角偏出
69'泽尼特球员内托拼抢犯规,对手获得控球权.                   67'第67分钟，谢尔维对浩克犯规被罚黄牌，浩克30码处任意球直接射门擦右上角偏出
69'阿萨迪为利物浦在对方半场,赢得一个任意球.                   67'第67分钟，谢尔维对浩克犯规被罚黄牌，浩克30码处任意球直接射门擦右上角偏出
70'利物浦球员苏亚雷斯大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.                   67'第67分钟，谢尔维对浩克犯规被罚黄牌，浩克30码处任意球直接射门擦右上角偏出
47'利物浦球员唐宁大禁区右侧左脚射门,被防守球员封堵.给他传球的是杰拉德.                   46'1分钟后，恩里克左路传中被解围，杰拉德禁区边缘凌空扫射被马拉费夫扑出
48'利物浦球员阿格尔大禁区外尝试左脚射门,可惜皮球高出球门.给他传球的是亨德森.                   46'1分钟后，恩里克左路传中被解围，杰拉德禁区边缘凌空扫射被马拉费夫扑出
47'利物浦球员唐宁大禁区右侧左脚射门,被防守球员封堵.给他传球的是杰拉德.                   46'1分钟后，恩里克解围失误，安尤科夫禁区前劲射被恩里克挡出底线
48'利物浦球员阿格尔大禁区外尝试左脚射门,可惜皮球高出球门.给他传球的是亨德森.                   46'1分钟后，恩里克解围失误，安尤科夫禁区前劲射被恩里克挡出底线
78'克里西托将球处理出底线,利物浦获得角球.                   78'第78分钟，阿格尔接角球8码处力压3人头球攻门偏出
