1'切尔西球员阿扎尔一脚直塞球给埃托奥,但是边裁举旗显示后者已经越位.                   1'开场不到1分钟，阿扎尔直传埃托奥，洛里斯出击铲倒喀麦隆人
2'切尔西埃托奥受伤倒地,比赛暂停                   1'开场不到1分钟，阿扎尔直传埃托奥，洛里斯出击铲倒喀麦隆人
2'暂停结束,球员们重新开始比赛.                   1'开场不到1分钟，阿扎尔直传埃托奥，洛里斯出击铲倒喀麦隆人
4'切尔西球员阿扎尔大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是埃托奥.                   1'开场不到1分钟，阿扎尔直传埃托奥，洛里斯出击铲倒喀麦隆人
4'切尔西球员阿扎尔大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是埃托奥.                   4'第4分钟，埃托奥反击中传球，阿扎尔晃过出击的洛里斯，但禁区右肋射空门偏出
6'热刺球员维尔通亨一脚直塞球给西古德森,但是边裁举旗显示后者已经越位.                   4'第4分钟，埃托奥反击中传球，阿扎尔晃过出击的洛里斯，但禁区右肋射空门偏出
14'热刺球员本特莱布大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是阿德巴约.                   14'第14分钟，阿德巴约头球摆渡，本塔莱布突入禁区左侧12码处斜射偏出
16'切尔西球员阿兹皮利奎塔拼抢犯规,对手获得控球权.                   14'第14分钟，阿德巴约头球摆渡，本塔莱布突入禁区左侧12码处斜射偏出
16'列侬为热刺在右路,赢得一个任意球.                   14'第14分钟，阿德巴约头球摆渡，本塔莱布突入禁区左侧12码处斜射偏出
17'伊万诺维奇将球处理出底线,热刺获得角球.                   14'第14分钟，阿德巴约头球摆渡，本塔莱布突入禁区左侧12码处斜射偏出
29'切尔西球员兰帕德一脚直塞球给马蒂奇,但是边裁举旗显示后者已经越位.                   29'第29分钟，兰帕德任意球传中，马蒂奇小禁区边缘外头球攻门擦左侧立柱偏出
