4'亚特兰大球员巴塞利拼抢犯规,对手获得控球权.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
4'梅斯托为那不勒斯在右路,赢得一个任意球.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
4'那不勒斯球员泽马伊利大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是梅尔滕斯.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
6'那不勒斯球员伊瓜因大禁区中央左脚射门,被防守球员封堵.给他传球的是阿尔梅罗.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
6'那不勒斯球员泽马伊利大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
6'亚特兰大球员拉伊蒙迪一脚直塞球给丹尼斯,但是边裁举旗显示后者已经越位.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
7'德尔格罗索将球处理出底线,那不勒斯获得角球.                   4'开场4分钟，梅尔滕斯传球，孔西利出击失误，泽马伊利头球偏出
12'射门!!!亚特兰大球员丹尼斯大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是德尔格罗索.                   12'第12分钟，德尔格罗索传中，丹尼斯射门被雷纳化解
12'射门!!!那不勒斯球员潘德夫大禁区中央左脚射门,被对方守门员横身扑出.给他传球的是因西涅.                   12'第12分钟，德尔格罗索传中，丹尼斯射门被雷纳化解
14'那不勒斯球员泽马伊利大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.                   12'第12分钟，德尔格罗索传中，丹尼斯射门被雷纳化解
26'射门!!!亚特兰大球员西加里尼大禁区外右脚射门,被对方守门员横身扑出.                   26'第26分钟，阿尔比奥尔传球，潘德夫禁区边缘左脚射门偏出左门柱
26'那不勒斯球员潘德夫大禁区外尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是阿尔比奥尔.                   26'第26分钟，阿尔比奥尔传球，潘德夫禁区边缘左脚射门偏出左门柱
28'射门!!!那不勒斯球员梅斯托大禁区外右脚射门,被对方守门员横身扑出.                   26'第26分钟，阿尔比奥尔传球，潘德夫禁区边缘左脚射门偏出左门柱
28'孔西利将球处理出底线,那不勒斯获得角球.                   26'第26分钟，阿尔比奥尔传球，潘德夫禁区边缘左脚射门偏出左门柱
29'亚特兰大球员巴塞利大禁区外尝试右脚射门,可惜皮球高出球门.                   26'第26分钟，阿尔比奥尔传球，潘德夫禁区边缘左脚射门偏出左门柱
47'射门!!!亚特兰大球员丹尼斯大禁区外右脚射门,被对方守门员横身扑出.                   47'下半时开始2分钟，丹尼斯禁区外左脚劲射被雷纳扑出底线
47'雷纳将球处理出底线,亚特兰大获得角球.                   47'下半时开始2分钟，丹尼斯禁区外左脚劲射被雷纳扑出底线
49'那不勒斯球员伊瓜因大禁区中央尝试左脚射门,可惜皮球偏出球门.给他传球的是因西涅.                   47'下半时开始2分钟，丹尼斯禁区外左脚劲射被雷纳扑出底线
49'亚特兰大球员德尔格罗索一脚直塞球给博纳文图拉,但是边裁举旗显示后者已经越位.                   47'下半时开始2分钟，丹尼斯禁区外左脚劲射被雷纳扑出底线
63'那不勒斯球员因勒大禁区外尝试右脚射门,可惜皮球高出球门.                   62'第62分钟，卡列洪禁区内倒地，但主裁判罗基示意比赛继续
65'西加里尼为亚特兰大在对方半场,赢得一个任意球.                   62'第62分钟，卡列洪禁区内倒地，但主裁判罗基示意比赛继续
65'那不勒斯球员因勒拼抢犯规,对手获得控球权.                   62'第62分钟，卡列洪禁区内倒地，但主裁判罗基示意比赛继续
71'进球啦！！！那不勒斯球员伊瓜因大禁区左侧右脚射门,球从右下角飞进球门,球进了! 那不勒斯 1-0 亚特兰大.                   68'第68分钟，因西涅左路切入禁区与拉伊蒙蒂接触倒地，罗基还是没判点球
74'亚特兰大球员西加里尼拼抢犯规,对手获得控球权.                   74'第74分钟，奇加里尼铲倒卡列洪，累计2张黄牌被罚下，卡列洪与奇加里尼发生摩擦，也吃到黄牌
74'卡列洪为那不勒斯在对方半场,赢得一个任意球.                   74'第74分钟，奇加里尼铲倒卡列洪，累计2张黄牌被罚下，卡列洪与奇加里尼发生摩擦，也吃到黄牌
74'亚特兰大球员西加里尼因为恶意犯规,被裁判出示了第二张黄牌.                   74'第74分钟，奇加里尼铲倒卡列洪，累计2张黄牌被罚下，卡列洪与奇加里尼发生摩擦，也吃到黄牌
74'那不勒斯球员卡列洪被主裁判出示了一张黄牌.                   74'第74分钟，奇加里尼铲倒卡列洪，累计2张黄牌被罚下，卡列洪与奇加里尼发生摩擦，也吃到黄牌
76'射门!!!那不勒斯球员伊瓜因大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是梅斯托.                   74'第74分钟，奇加里尼铲倒卡列洪，累计2张黄牌被罚下，卡列洪与奇加里尼发生摩擦，也吃到黄牌
81'进球啦！！！那不勒斯球员卡列洪大禁区中央左脚射门,球从左下角飞进球门,球进了!助攻的是泽马伊利. 那不勒斯 2-0 亚特兰大.                   81'第81分钟，因西涅直塞禁区，泽马伊利脚后跟传球，卡列洪左脚射进左下角，2比0
