5'扎帕科斯塔插上传中被布尔达挡出底线                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
5'切尔西右侧的角球机会                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
5'威廉传中                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
5'前点大家都没有顶着，中路吉鲁左脚推射球进！                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
5'切尔西客场1：0领先！                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
6'威廉发前点，奇克高高跃起点球摆渡向中路，吉鲁近距离将球打进！                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
6'这样切尔西有4球半的优势，基辅迪纳摩必须进5个才能晋级                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
7'谢普利夫中场断球交给布尔达                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
7'再回传给门将博伊科                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
7'博伊科长传上来被克里斯滕森顶一下                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
7'奇克交给阿隆索                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'威廉接应一下，阿隆索直传找到奇克                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'回传给阿隆索                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'再回传给克里斯滕森                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'交给右侧的吕迪格                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'往右侧的扎帕科斯塔，回传给凯帕                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'科瓦契奇直传，吉鲁回给奇克                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
8'阿隆索助攻上来交给威廉                   5'切尔西第5分钟取得领先，威廉开出角球，奇克顶下皮球，吉鲁小禁区边缘推射入网
21'交给了左侧的梅科连科                   21'第21分钟，米科连科直传，加尔马什禁区左侧单刀破门因越位在先被判无效
