17'西汉姆联球员德梅尔一脚直塞球给诺兰,但是边裁举旗显示后者已经越位.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
18'唐宁为西汉姆联赢得一个任意球.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
18'切尔西球员伊万诺维奇拼抢犯规,对手获得控球权.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
19'西汉姆联球员诺兰大禁区中央头球,被防守球员封堵.给他传球的是唐宁.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
19'西汉姆联球员乔-科尔大禁区中央右脚射门,被防守球员封堵.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
19'切尔西球员阿扎尔大禁区外右脚射门,被防守球员封堵.给他传球的是兰帕德.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
20'西汉姆联球员雅斯克莱宁犯规,致使对方获得点球.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
20'点球,奥斯卡在禁区内被侵犯,切尔西获得点球.                   17'第17分钟，奥斯卡禁区边缘劲射偏出
21'进球啦！！！切尔西球员兰帕德右脚射门,球从中路偏上飞进球门,球进了! 西汉姆联 0-1 切尔西.                   21'切尔西第21分钟取得领先，德梅尔大腿回传失误，奥斯卡禁区内拿球被出击的雅斯克莱宁绊倒，兰帕德主罚点球命中打破近10场联赛球荒
22'西汉姆联球员奥布莱恩一脚直塞球给诺兰,但是边裁举旗显示后者已经越位.                   21'切尔西第21分钟取得领先，德梅尔大腿回传失误，奥斯卡禁区内拿球被出击的雅斯克莱宁绊倒，兰帕德主罚点球命中打破近10场联赛球荒
23'射门!!!切尔西球员兰帕德大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是奥斯卡.                   21'切尔西第21分钟取得领先，德梅尔大腿回传失误，奥斯卡禁区内拿球被出击的雅斯克莱宁绊倒，兰帕德主罚点球命中打破近10场联赛球荒
23'射门!!!切尔西球员兰帕德大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是奥斯卡.                   23'第23分钟，奥斯卡右路传中，兰帕德15码处扫射被雅斯克莱宁没收
34'进球啦！！！切尔西球员奥斯卡大禁区外右脚射门,球从左下角飞进球门,球进了!助攻的是阿扎尔. 西汉姆联 0-2 切尔西.                   34'切尔西第34分钟扩大比分，阿扎尔背身外脚背传球，奥斯卡突入禁区弧内低射左下角入网，2-0
35'西汉姆联球员柯林斯拼抢犯规,对手获得控球权.                   34'切尔西第34分钟扩大比分，阿扎尔背身外脚背传球，奥斯卡突入禁区弧内低射左下角入网，2-0
35'拉米雷斯为切尔西在右路,赢得一个任意球.                   34'切尔西第34分钟扩大比分，阿扎尔背身外脚背传球，奥斯卡突入禁区弧内低射左下角入网，2-0
42'射门!!!切尔西球员埃托奥左侧远离球门处小角度右脚射门,被对方守门员横身扑出.给他传球的是阿扎尔.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
42'雅斯克莱宁将球处理出底线,切尔西获得角球.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
43'西汉姆联球员奥布莱恩拼抢犯规,对手获得控球权.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
43'阿扎尔为切尔西在右路,赢得一个任意球.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
44'西汉姆联球员诺兰拼抢犯规,对手获得控球权.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
44'拉米雷斯为切尔西赢得一个任意球.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
45'+2'西汉姆联球员梅加拼抢犯规,对手获得控球权.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
45'+2'伊万诺维奇为切尔西赢得一个任意球.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
45'+3'上半场结束,西汉姆联 0-2 切尔西,稍事休息,我们一会来看看下半场两队的表现.                   42'第42分钟，阿扎尔回敲，埃托奥禁区左侧小角度射门被雅斯克莱宁扑出
52'切尔西球员埃托奥大禁区右侧右脚射门,被防守球员封堵.给他传球的是奥斯卡.                   52'第52分钟，奥斯卡传球，埃托奥禁区右侧小角度射门被詹姆斯-科林斯挡出
52'柯林斯将球处理出底线,切尔西获得角球.                   52'第52分钟，奥斯卡传球，埃托奥禁区右侧小角度射门被詹姆斯-科林斯挡出
53'切尔西球员卡希尔大禁区中央头球,被防守球员封堵.给他传球的是兰帕德.                   52'第52分钟，奥斯卡传球，埃托奥禁区右侧小角度射门被詹姆斯-科林斯挡出
55'西汉姆联球员梅加拼抢犯规,对手获得控球权.                   52'第52分钟，奥斯卡传球，埃托奥禁区右侧小角度射门被詹姆斯-科林斯挡出
55'卡希尔为切尔西赢得一个任意球.                   52'第52分钟，奥斯卡传球，埃托奥禁区右侧小角度射门被詹姆斯-科林斯挡出
56'射门!!!切尔西球员兰帕德大禁区外右脚射门,被对方守门员横身扑出.给他传球的是埃托奥.                   56'第56分钟，埃托奥传球，兰帕德禁区弧边缘低射被没收
57'切尔西球员奥斯卡大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是阿兹皮利奎塔.                   56'第56分钟，埃托奥传球，兰帕德禁区弧边缘低射被没收
59'伊万诺维奇将球处理出底线,西汉姆联获得角球.                   56'第56分钟，埃托奥传球，兰帕德禁区弧边缘低射被没收
61'西汉姆联球员迪亚姆大禁区外右脚射门,被防守球员封堵.给他传球的是诺兰.                   61'第61分钟，迪亚梅传中，马伊加10码处倒钩打偏
61'西汉姆联球员梅加大禁区中央尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是迪亚姆.                   61'第61分钟，迪亚梅传中，马伊加10码处倒钩打偏
62'切尔西球员埃托奥大禁区外尝试右脚射门,可惜皮球偏出球门.给他传球的是兰帕德.                   61'第61分钟，迪亚梅传中，马伊加10码处倒钩打偏
64'唐宁为西汉姆联赢得一个任意球.                   61'第61分钟，迪亚梅传中，马伊加10码处倒钩打偏
64'切尔西球员埃托奥拼抢犯规,对手获得控球权.                   61'第61分钟，迪亚梅传中，马伊加10码处倒钩打偏
64'西汉姆联球员梅加大禁区中央尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是德梅尔.                   61'第61分钟，迪亚梅传中，马伊加10码处倒钩打偏
65'切尔西球员奥斯卡手球犯规,对手获得球权.                   65'西汉姆第65分钟错失良机，德梅尔边路连过3人切入禁区右侧传中，无人防守的马伊加8码处推射偏出左侧立柱
