6'蒙彼利埃球员察博尼耶大禁区右侧右脚射门,被防守球员封堵.给他传球的是卡贝拉.                   6'第6分钟，卡贝拉传球，查博尼尔禁区右侧的射门被封堵
7'蒙彼利埃球员埃斯特拉达一脚直塞球给卡贝拉,但是边裁举旗显示后者已经越位.                   6'第6分钟，卡贝拉传球，查博尼尔禁区右侧的射门被封堵
9'蒙彼利埃球员穆尼耶拼抢犯规,对手获得控球权.                   6'第6分钟，卡贝拉传球，查博尼尔禁区右侧的射门被封堵
9'萨尼亚为阿森纳在右路,赢得一个任意球.                   6'第6分钟，卡贝拉传球，查博尼尔禁区右侧的射门被封堵
14'卡贝拉为蒙彼利埃在对方半场,赢得一个任意球.                   13'第13分钟，孔格雷直传穆尼尔，斯泽斯尼及时出击成功解围
14'阿森纳球员科斯切尔尼拼抢犯规,对手获得控球权.                   13'第13分钟，孔格雷直传穆尼尔，斯泽斯尼及时出击成功解围
15'蒙彼利埃球员埃斯特拉达大禁区外左脚射门,被防守球员封堵.                   13'第13分钟，孔格雷直传穆尼尔，斯泽斯尼及时出击成功解围
15'阿尔特塔将球处理出底线,蒙彼利埃获得角球.                   13'第13分钟，孔格雷直传穆尼尔，斯泽斯尼及时出击成功解围
20'察博尼耶为蒙彼利埃在对方半场,赢得一个任意球.                   17'第17分钟，张伯伦同卡索拉在禁区边缘连续配合后强突禁区被解围
20'阿森纳球员默特萨克拼抢犯规,对手获得控球权.                   17'第17分钟，张伯伦同卡索拉在禁区边缘连续配合后强突禁区被解围
47'蒙彼利埃球员卡贝拉拼抢犯规,对手获得控球权.                   47'2分钟后，蒙彼利埃解围角球，张伯伦22码处扫射被尤尔德伦没收
47'威尔谢尔为阿森纳赢得一个任意球.                   47'2分钟后，蒙彼利埃解围角球，张伯伦22码处扫射被尤尔德伦没收
49'进球啦！！！阿森纳球员威尔谢尔大禁区中央左脚射门,球从中路偏上飞进球门,球进了!助攻的是吉鲁. 阿森纳 1-0 蒙彼利埃.                   47'2分钟后，蒙彼利埃解围角球，张伯伦22码处扫射被尤尔德伦没收
32'蒙彼利埃球员埃斯特拉达尝试左脚射门,可惜皮球偏出球门.给他传球的是贝尔汉达.                   32'第32分钟，贝尔汉达传球，埃斯特拉达远射偏出
33'蒙彼利埃球员贝迪莫拼抢犯规,对手获得控球权.                   32'第32分钟，贝尔汉达传球，埃斯特拉达远射偏出
33'吉鲁为阿森纳在右路,赢得一个任意球.                   32'第32分钟，贝尔汉达传球，埃斯特拉达远射偏出
34'蒙彼利埃球员贝尔汉达大禁区外右脚射门,被防守球员封堵.给他传球的是卡贝拉.                   32'第32分钟，贝尔汉达传球，埃斯特拉达远射偏出
49'进球啦！！！阿森纳球员威尔谢尔大禁区中央左脚射门,球从中路偏上飞进球门,球进了!助攻的是吉鲁. 阿森纳 1-0 蒙彼利埃.                   49'阿森纳第49分钟打破僵局，维尔马伦左路传中，吉鲁头球摆渡，威尔谢尔8码处外脚背捅射破门 
51'萨尼亚将球处理出底线,蒙彼利埃获得角球.                   49'阿森纳第49分钟打破僵局，维尔马伦左路传中，吉鲁头球摆渡，威尔谢尔8码处外脚背捅射破门 
52'蒙彼利埃球员迪拉格尼一脚直塞球给察博尼耶,但是边裁举旗显示后者已经越位.                   49'阿森纳第49分钟打破僵局，维尔马伦左路传中，吉鲁头球摆渡，威尔谢尔8码处外脚背捅射破门 
57'射门!!!蒙彼利埃球员卡贝拉大禁区外右脚射门,被对方守门员横身扑出.给他传球的是贝尔汉达.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
57'蒙彼利埃球员埃斯特拉达大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是迪拉格尼.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
58'阿森纳球员卡佐拉一脚直塞球给波多尔斯基,但是边裁举旗显示后者已经越位.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
58'蒙彼利埃球员察博尼耶拼抢犯规,对手获得控球权.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
58'维尔玛伦为阿森纳赢得一个任意球.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
59'蒙彼利埃球员雅尼加-姆比瓦拼抢犯规,对手获得控球权.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
59'卡佐拉为阿森纳在对方半场,赢得一个任意球.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
60'阿森纳球员波多尔斯基一脚直塞球给吉鲁,但是边裁举旗显示后者已经越位.                   57'第57分钟，贝尔汉达传球，卡贝拉25码处劲射正入斯泽斯尼下怀
63'进球啦！！！阿森纳球员波多尔斯基大禁区中央左脚射门,球从中路偏上飞进球门,球进了!助攻的是吉鲁. 阿森纳 2-0 蒙彼利埃.                   63'阿森纳第63分钟扩大比分，波多尔斯基同吉鲁踢墙配合，法国人直传，波多尔斯基禁区左侧15码处凌空抽射上角入网，2-0
65'雅尼加-姆比瓦为蒙彼利埃在右路,赢得一个任意球.                   63'阿森纳第63分钟扩大比分，波多尔斯基同吉鲁踢墙配合，法国人直传，波多尔斯基禁区左侧15码处凌空抽射上角入网，2-0
65'阿森纳球员维尔玛伦拼抢犯规,对手获得控球权.                   63'阿森纳第63分钟扩大比分，波多尔斯基同吉鲁踢墙配合，法国人直传，波多尔斯基禁区左侧15码处凌空抽射上角入网，2-0
66'蒙彼利埃球员贝迪莫拼抢犯规,对手获得控球权.                   63'阿森纳第63分钟扩大比分，波多尔斯基同吉鲁踢墙配合，法国人直传，波多尔斯基禁区左侧15码处凌空抽射上角入网，2-0
66'张伯伦为阿森纳在右路,赢得一个任意球.                   63'阿森纳第63分钟扩大比分，波多尔斯基同吉鲁踢墙配合，法国人直传，波多尔斯基禁区左侧15码处凌空抽射上角入网，2-0
66'黄牌！蒙彼利埃球员贝迪莫因为恶意犯规,被主裁判出示黄牌.                   63'阿森纳第63分钟扩大比分，波多尔斯基同吉鲁踢墙配合，法国人直传，波多尔斯基禁区左侧15码处凌空抽射上角入网，2-0
70'阿森纳换人,拉姆塞换下张伯伦                   70'第70分钟，拉姆塞替换张伯伦出场
70'阿森纳球员默特萨克一脚直塞球给吉鲁,但是边裁举旗显示后者已经越位.                   70'第70分钟，拉姆塞替换张伯伦出场
71'贝尔汉达为蒙彼利埃赢得一个任意球.                   70'第70分钟，拉姆塞替换张伯伦出场
71'阿森纳球员维尔玛伦拼抢犯规,对手获得控球权.                   70'第70分钟，拉姆塞替换张伯伦出场
73'迪拉格尼将球处理出底线,阿森纳获得角球.                   70'第70分钟，拉姆塞替换张伯伦出场
76'雅尼加-姆比瓦为蒙彼利埃在对方半场,赢得一个任意球.                   76'第76分钟，科斯切尔尼禁区前丢球后无奈犯规被罚黄牌，但埃斯特拉达和贝尔汉达的射门先后被封堵
76'阿森纳球员科斯切尔尼拼抢犯规,对手获得控球权.                   76'第76分钟，科斯切尔尼禁区前丢球后无奈犯规被罚黄牌，但埃斯特拉达和贝尔汉达的射门先后被封堵
76'黄牌！阿森纳球员科斯切尔尼因为恶意犯规,被主裁判出示黄牌.                   76'第76分钟，科斯切尔尼禁区前丢球后无奈犯规被罚黄牌，但埃斯特拉达和贝尔汉达的射门先后被封堵
77'蒙彼利埃球员埃斯特拉达大禁区外左脚射门,被防守球员封堵.                   76'第76分钟，科斯切尔尼禁区前丢球后无奈犯规被罚黄牌，但埃斯特拉达和贝尔汉达的射门先后被封堵
77'蒙彼利埃球员贝尔汉达大禁区中央右脚射门,被防守球员封堵.                   76'第76分钟，科斯切尔尼禁区前丢球后无奈犯规被罚黄牌，但埃斯特拉达和贝尔汉达的射门先后被封堵
79'蒙彼利埃换人,J-马尔维奥换下埃斯特拉达                   76'第76分钟，科斯切尔尼禁区前丢球后无奈犯规被罚黄牌，但埃斯特拉达和贝尔汉达的射门先后被封堵
