5'AC米兰帕齐尼受伤倒地,比赛暂停                   5'开场5分钟，帕齐尼受伤倒地，好在问题不大
6'暂停结束,球员们重新开始比赛.                   5'开场5分钟，帕齐尼受伤倒地，好在问题不大
21'拉米为AC米兰赢得一个任意球.                   21'第21分钟，佩雷亚背后铲倒拉米，被黄牌警告
21'拉齐奥球员佩雷阿拼抢犯规,对手获得控球权.                   21'第21分钟，佩雷亚背后铲倒拉米，被黄牌警告
21'黄牌！拉齐奥球员佩雷阿因为恶意犯规,被主裁判出示黄牌.                   21'第21分钟，佩雷亚背后铲倒拉米，被黄牌警告
21'AC米兰拉米受伤倒地,比赛暂停                   21'第21分钟，佩雷亚背后铲倒拉米，被黄牌警告
22'暂停结束,球员们重新开始比赛.                   21'第21分钟，佩雷亚背后铲倒拉米，被黄牌警告
35'拉齐奥球员坎德雷瓦大禁区外左脚射门,被防守球员封堵.给他传球的是孔科.                   35'第35分钟，坎德雷瓦左脚远射被康斯坦特顶出
35'拉齐奥球员孔科拼抢犯规,对手获得控球权.                   35'第35分钟，坎德雷瓦左脚远射被康斯坦特顶出
35'卡卡为AC米兰赢得一个任意球.                   35'第35分钟，坎德雷瓦左脚远射被康斯坦特顶出
38'AC米兰球员本田圭佑大禁区右侧尝试左脚射门,可惜皮球高出球门.给他传球的是埃辛.                   35'第35分钟，坎德雷瓦左脚远射被康斯坦特顶出
40'AC米兰球员卡卡大禁区外左脚射门,被防守球员封堵.给他传球的是波利.                   40'第40分钟，卡卡禁区前沿左脚射门被贝里沙拿到
41'梅克斯将球处理出底线,拉齐奥获得角球.                   40'第40分钟，卡卡禁区前沿左脚射门被贝里沙拿到
41'拉齐奥球员拉杜一脚直塞球给诺瓦雷蒂,但是边裁举旗显示后者已经越位.                   40'第40分钟，卡卡禁区前沿左脚射门被贝里沙拿到
42'拉齐奥球员比亚瓦拼抢犯规,对手获得控球权.                   40'第40分钟，卡卡禁区前沿左脚射门被贝里沙拿到
42'帕齐尼为AC米兰在左路,赢得一个任意球.                   40'第40分钟，卡卡禁区前沿左脚射门被贝里沙拿到
43'拉齐奥球员孔科自摆乌龙,拉齐奥 0-1 AC米兰                   40'第40分钟，卡卡禁区前沿左脚射门被贝里沙拿到
48'AC米兰球员埃辛大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是帕齐尼.                   47'2分钟后，卡卡左路切入禁区传中，球打在上前封堵的孔科面部稍稍变线入近角，1比0
50'比格利亚为拉齐奥在对方半场,赢得一个任意球.                   47'2分钟后，卡卡左路切入禁区传中，球打在上前封堵的孔科面部稍稍变线入近角，1比0
50'AC米兰球员拉米拼抢犯规,对手获得控球权.                   47'2分钟后，卡卡左路切入禁区传中，球打在上前封堵的孔科面部稍稍变线入近角，1比0
48'AC米兰球员埃辛大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是帕齐尼.                   48'下半时开始3分钟，埃辛外围低射偏出
50'比格利亚为拉齐奥在对方半场,赢得一个任意球.                   48'下半时开始3分钟，埃辛外围低射偏出
50'AC米兰球员拉米拼抢犯规,对手获得控球权.                   48'下半时开始3分钟，埃辛外围低射偏出
