4'特谢拉带球前进，回敲身后，被姜宁断走                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
4'姜宁带球过来，给到卡库塔，直塞球，力量大了，出了底线                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
5'顾超直接长传球，找边路吉翔，球被大脚解围出来                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
5'苏宁后场不停传导球                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
6'周云的传球被断，被李行断下，刘建业铲球犯规                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
6'裁判向刘建业出示了一张黄牌                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
6'卡库塔拿球，还是找插上的董学升，球出界                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
6'顾超拿球，往前传，禁区争顶                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
7'特谢拉拿球，突破，球躺大了，丢了                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
7'姜文俊直接左侧长传球，失误了                   4'第4分钟，刘建业踢倒了李行，被主裁判出示一张黄牌
7'特谢拉拿球，突破，球躺大了，丢了                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
7'姜文俊直接左侧长传球，失误了                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
8'直接长传找马丁内斯，马丁内斯拿球，连续带球摆脱，杀到禁区，被破坏出了边线                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
8'界外球开出来，吴曦拿到，裁判哨响，吹了吴曦抢球犯规                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
9'杜威长传球找到卡库塔，左路突破传中，高准翼的头球攻门                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
9'被防守球员解围出底线，角球                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
9'角球开出来，前点被解围出来                   7'第7分钟，卡库塔左路漂亮突破后下底传中，皮球被防守球员顶出底线
14'华夏幸福的长传球，直接传到禁区，被顾超抱住                   14'第14分钟，特谢拉在对方禁区内左侧大力射门，皮球被杨程扑出
14'特谢拉拿球，突破，直塞球找马丁内斯，被解围出来                   14'第14分钟，特谢拉在对方禁区内左侧大力射门，皮球被杨程扑出
14'刘建业长传球，给禁区里的吴曦，裁判哨响，抬脚过高                   14'第14分钟，特谢拉在对方禁区内左侧大力射门，皮球被杨程扑出
15'杨程大脚将球开出来，中场争抢，球出界，华夏球权                   14'第14分钟，特谢拉在对方禁区内左侧大力射门，皮球被杨程扑出
15'华夏幸福的横传球出现失误，直接出了边线                   14'第14分钟，特谢拉在对方禁区内左侧大力射门，皮球被杨程扑出
15'苏宁进球后渐渐掌握了比赛的节奏                   14'第14分钟，特谢拉在对方禁区内左侧大力射门，皮球被杨程扑出
