13'帕尔马球员桑索大禁区中央右脚射门,被防守球员封堵.给他传球的是帕罗洛.                   13'开场13分钟，卡萨诺左路传中，阿尔比奥尔在对方逼迫下漏球，圣索内射门被挡
24'帕尔马球员比亚比亚尼大禁区中央尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是加尔加诺.                   24'第24分钟，第24分钟，卡萨尼传球，圣索内突入禁区射门偏出
24'帕尔马球员桑索大禁区中央尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是卡萨尼.                   24'第24分钟，第24分钟，卡萨尼传球，圣索内突入禁区射门偏出
25'那不勒斯球员因西涅大禁区左侧尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是卡列洪.                   24'第24分钟，第24分钟，卡萨尼传球，圣索内突入禁区射门偏出
27'帕尔马球员卡萨尼拼抢犯规,对手获得控球权.                   24'第24分钟，第24分钟，卡萨尼传球，圣索内突入禁区射门偏出
27'因西涅为那不勒斯在左路,赢得一个任意球.                   24'第24分钟，第24分钟，卡萨尼传球，圣索内突入禁区射门偏出
27'那不勒斯球员马乔大禁区外尝试左脚射门,可惜皮球稍稍偏出了左球门.                   24'第24分钟，第24分钟，卡萨尼传球，圣索内突入禁区射门偏出
29'射门!!!那不勒斯球员伊瓜因小禁区左侧右脚射门,被对方守门员横身扑出.给他传球的是阿尔梅罗.                   29'第29分钟，阿尔梅罗传中，伊瓜因摆脱费利佩防守，禁区左侧外脚背射门被米兰特没收
30'帕尔马球员比亚比亚尼大禁区外右脚射门,被防守球员封堵.给他传球的是卡萨诺.                   29'第29分钟，阿尔梅罗传中，伊瓜因摆脱费利佩防守，禁区左侧外脚背射门被米兰特没收
30'阿尔比奥尔将球处理出底线,帕尔马获得角球.                   29'第29分钟，阿尔梅罗传中，伊瓜因摆脱费利佩防守，禁区左侧外脚背射门被米兰特没收
31'那不勒斯球员卡列洪一脚直塞球给潘德夫,但是边裁举旗显示后者已经越位.                   29'第29分钟，阿尔梅罗传中，伊瓜因摆脱费利佩防守，禁区左侧外脚背射门被米兰特没收
32'射门!!!帕尔马球员帕罗洛大禁区外右脚射门,被对方守门员横身扑出.给他传球的是马尔基奥尼.                   29'第29分钟，阿尔梅罗传中，伊瓜因摆脱费利佩防守，禁区左侧外脚背射门被米兰特没收
32'雷纳将球处理出底线,帕尔马获得角球.                   29'第29分钟，阿尔梅罗传中，伊瓜因摆脱费利佩防守，禁区左侧外脚背射门被米兰特没收
49'阿尔比奥尔将球处理出底线,帕尔马获得角球.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
49'帕尔马球员菲利佩大禁区中央尝试左脚射门,可惜皮球稍稍高出球门.给他传球的是卡萨诺.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
50'布里托斯将球处理出底线,帕尔马获得角球.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
51'帕尔马球员帕罗洛大禁区右侧尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是卡萨尼.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
51'帕尔马球员卢卡雷利拼抢犯规,对手获得控球权.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
51'潘德夫为那不勒斯在对方半场,赢得一个任意球.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
52'射门!!!那不勒斯球员因西涅大禁区外右脚射门,被对方守门员横身扑出.                   49'下半时开始4分钟，卡萨诺右路传中，费利佩不可思议左脚打高
73'那不勒斯球员阿尔比奥尔一脚直塞球给伊瓜因,但是边裁举旗显示后者已经越位.                   73'第73分钟，阿尔比奥尔传球，伊瓜因头球破门，但被判越位
74'帕尔马球员贝纳卢安拼抢犯规,对手获得控球权.                   73'第73分钟，阿尔比奥尔传球，伊瓜因头球破门，但被判越位
74'因西涅为那不勒斯在左路,赢得一个任意球.                   73'第73分钟，阿尔比奥尔传球，伊瓜因头球破门，但被判越位
74'黄牌！帕尔马球员贝纳卢安因为恶意犯规,被主裁判出示黄牌.                   73'第73分钟，阿尔比奥尔传球，伊瓜因头球破门，但被判越位
75'帕尔马换人,阿奎阿换下马尔基奥尼                   73'第73分钟，阿尔比奥尔传球，伊瓜因头球破门，但被判越位
81'进球啦！！！帕尔马球员卡萨诺大禁区右侧右脚射门,球从左下角飞进球门,球进了!助攻的是阿奎阿. 那不勒斯 0-1 帕尔马.                   81'第81分钟，帕尔马替补阿夸反击传球，卡萨诺右肋突破，比亚比亚尼右路前插吸引布里托斯防守，卡萨诺在门前15米处低射钻进远角，1比0
89'那不勒斯球员梅尔滕斯大禁区外右脚射门,命中门柱横梁.                   89'第89分钟，卡列洪被放倒，梅尔滕斯在门前27米处主罚任意球击中横梁
90'+1'那不勒斯球员Duván Zapata一脚直塞球给伊瓜因,但是边裁举旗显示后者已经越位.                   89'第89分钟，卡列洪被放倒，梅尔滕斯在门前27米处主罚任意球击中横梁
90'+3'下半场结束,那不勒斯 0-1 帕尔马                   89'第89分钟，卡列洪被放倒，梅尔滕斯在门前27米处主罚任意球击中横梁
