1'拜仁慕尼黑球员施魏因斯泰格拼抢犯规,对手获得控球权.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
1'施廷德尔为汉诺威赢得一个任意球.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
3'射门!!!拜仁慕尼黑球员曼朱基奇左侧远离球门处小角度右脚射门,被对方守门员横身扑出.给他传球的是克罗斯.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
3'射门!!!拜仁慕尼黑球员穆勒大禁区外右脚射门,被对方守门员横身扑出.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
3'齐尔勒将球处理出底线,拜仁慕尼黑获得角球.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
3'进球啦！！！拜仁慕尼黑球员哈维-马丁内斯大禁区中央左脚射门,球从右上角飞进球门,球进了!助攻的是施魏因斯泰格. 拜仁慕尼黑 1-0 汉诺威.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
4'里贝里为拜仁慕尼黑赢得一个任意球.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
4'汉诺威球员施密德巴赫拼抢犯规,对手获得控球权.                   1'第1分钟，曼朱基奇左侧小角度射门被齐勒扑住
12'射门!!!拜仁慕尼黑球员克罗斯大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是穆勒.                   12'第12分钟，穆勒突入禁区右侧回敲，克罗斯在门前13米处推射被齐勒没收
24'进球啦！！！拜仁慕尼黑球员克罗斯大禁区中央右脚射门,球从左下角飞进球门,球进了!助攻的是拉姆. 拜仁慕尼黑 2-0 汉诺威.                   24'就在汉诺威进攻有所起色时，拜仁抓住机会扩大比分，第24分钟，拉姆右路传中，无人盯防的克罗斯在门前14米处侧身右脚凌空勾射入远角，2比0
26'汉诺威球员切伦多洛拼抢犯规,对手获得控球权.                   24'就在汉诺威进攻有所起色时，拜仁抓住机会扩大比分，第24分钟，拉姆右路传中，无人盯防的克罗斯在门前14米处侧身右脚凌空勾射入远角，2比0
26'曼朱基奇为拜仁慕尼黑在左路,赢得一个任意球.                   24'就在汉诺威进攻有所起色时，拜仁抓住机会扩大比分，第24分钟，拉姆右路传中，无人盯防的克罗斯在门前14米处侧身右脚凌空勾射入远角，2比0
42'汉诺威球员索比赫拼抢犯规,对手获得控球权.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
42'黄牌！汉诺威球员索比赫因为恶意犯规,被主裁判出示黄牌.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
42'里贝里为拜仁慕尼黑赢得一个任意球.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
43'汉诺威球员哈古伊拼抢犯规,对手获得控球权.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
43'曼朱基奇为拜仁慕尼黑在对方半场,赢得一个任意球.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
45'施廷德尔为汉诺威在对方半场,赢得一个任意球.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
45'拜仁慕尼黑球员哈维-马丁内斯拼抢犯规,对手获得控球权.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
45'汉诺威球员胡兹蒂大禁区外左脚射门,被防守球员封堵.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
45'+1'上半场结束,拜仁慕尼黑 3-0 汉诺威,稍事休息,我们一会来看看下半场两队的表现.                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
45'汉诺威换人,阿布德拉奥换下索比赫                   42'第42分钟，索别赫对里贝里犯规，被黄牌警告
50'拜仁慕尼黑球员曼朱基奇大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是阿拉巴.                   50'第50分钟，阿拉巴左路斜传，但无人盯防的曼朱基奇没有顶正部位
52'汉诺威球员阿布德拉奥拼抢犯规,对手获得控球权.                   50'第50分钟，阿拉巴左路斜传，但无人盯防的曼朱基奇没有顶正部位
52'克罗斯为拜仁慕尼黑赢得一个任意球.                   50'第50分钟，阿拉巴左路斜传，但无人盯防的曼朱基奇没有顶正部位
53'射门!!!拜仁慕尼黑球员里贝里大禁区左侧左脚射门,被对方守门员横身扑出.给他传球的是克罗斯.                   50'第50分钟，阿拉巴左路斜传，但无人盯防的曼朱基奇没有顶正部位
60'汉诺威球员舒尔茨拼抢犯规,对手获得控球权.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
60'克罗斯为拜仁慕尼黑在对方半场,赢得一个任意球.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
60'射门!!!拜仁慕尼黑球员曼朱基奇大禁区中央头球,被对方守门员横身扑出.给他传球的是拉姆.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
62'汉诺威球员舒尔茨拼抢犯规,对手获得控球权.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
62'施魏因斯泰格为拜仁慕尼黑在右路,赢得一个任意球.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
62'黄牌！汉诺威球员舒尔茨因为恶意犯规,被主裁判出示黄牌.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
63'进球啦！！！拜仁慕尼黑球员丹特大禁区中央头球,球从左下角飞进球门,球进了!助攻的是克罗斯. 拜仁慕尼黑 4-0 汉诺威.                   60'第60分钟，拉姆右路下底传中，曼朱基奇后点距门9米处顶出弹地球被齐勒没收
67'进球啦！！！拜仁慕尼黑球员戈麦斯大禁区左侧右脚射门,球从右下角飞进球门,球进了!助攻的是克罗斯. 拜仁慕尼黑 5-0 汉诺威.                   67'第67分钟，克罗斯左肋挑传，戈麦斯突入禁区左侧，利用身体扛倒哈吉，在门前7米处右脚小角度推射入远角，5比0，这是他7次德甲对阵汉诺威第6球
69'射门!!!汉诺威球员施廷德尔大禁区外右脚射门,被对方守门员横身扑出.给他传球的是塞尔吉奥-平托.                   67'第67分钟，克罗斯左肋挑传，戈麦斯突入禁区左侧，利用身体扛倒哈吉，在门前7米处右脚小角度推射入远角，5比0，这是他7次德甲对阵汉诺威第6球
70'拜仁慕尼黑换人,季莫什丘克换下施魏因斯泰格                   67'第67分钟，克罗斯左肋挑传，戈麦斯突入禁区左侧，利用身体扛倒哈吉，在门前7米处右脚小角度推射入远角，5比0，这是他7次德甲对阵汉诺威第6球
73'射门!!!拜仁慕尼黑球员戈麦斯大禁区左侧左脚射门,被对方守门员横身扑出.给他传球的是里贝里.                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
73'拜仁慕尼黑球员里贝里大禁区中央右脚射门,被防守球员封堵.                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
73'射门!!!拜仁慕尼黑球员里贝里大禁区中央左脚射门,被对方守门员横身扑出.                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
74'射门!!!拜仁慕尼黑球员穆勒球门线跟前右脚射门,被对方守门员横身扑出.给他传球的是里贝里.                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
74'劳施为汉诺威赢得一个任意球.                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
74'拜仁慕尼黑球员里贝里拼抢犯规,对手获得控球权.                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
75'拜仁慕尼黑换人,沙基里换下穆勒                   73'拜仁第73分钟还有机会，里贝里传球，戈麦斯禁区左侧射门被齐勒扑出，里贝里近距离补射又被齐勒得到
77'射门!!!拜仁慕尼黑球员戈麦斯大禁区外左脚射门,被对方守门员横身扑出.给他传球的是沙基里.                   77'第77分钟，沙奇里传球，戈麦斯禁区前沿转身左脚扫射被齐勒托出右门柱
77'齐尔勒将球处理出底线,拜仁慕尼黑获得角球.                   77'第77分钟，沙奇里传球，戈麦斯禁区前沿转身左脚扫射被齐勒托出右门柱
79'马梅-迪乌夫为汉诺威在对方半场,赢得一个任意球.                   77'第77分钟，沙奇里传球，戈麦斯禁区前沿转身左脚扫射被齐勒托出右门柱
79'拜仁慕尼黑球员哈维-马丁内斯拼抢犯规,对手获得控球权.                   77'第77分钟，沙奇里传球，戈麦斯禁区前沿转身左脚扫射被齐勒托出右门柱
79'汉诺威换人,尼克希换下马梅-迪乌夫                   77'第77分钟，沙奇里传球，戈麦斯禁区前沿转身左脚扫射被齐勒托出右门柱
80'汉诺威球员哈古伊大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是施廷德尔.                   77'第77分钟，沙奇里传球，戈麦斯禁区前沿转身左脚扫射被齐勒托出右门柱
