1'上半场比赛开始！                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
1'上半场由上港率先开球                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
1'恒大后场断球，高拉特推进，横拔给保利尼奥                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
1'保利尼奥左脚远射，打偏了                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'颜骏凌发门球                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'冯潇霆顶一下，蹭薄了                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'梅方将球踢到中场                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'高拉特护球回传给保利尼奥                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'连续转移给了张琳芃                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'直传，郜林接应再短传                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'张卫将球解围                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
2'郜林护球回传给保利尼奥                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
3'高拉特中路接应转移到左侧的温家宝                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
3'温家宝第一下停漏了，翻身带带球，被蔡慧康扛一下                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
3'温家宝将球带球出边线                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
3'王燊超掷界外球，冯潇霆头球顶出边线                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
3'王燊超掷界外球                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
3'埃尔克森胸部回做，艾哈迈多夫的传球被梅方解围                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'中场张华晨对于汉超犯规                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'保利尼奥护球交给黄博文                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'再交给保利尼奥，分边左路的邹正                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'胡尔克积极的回防                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'保利尼奥反抢成功                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'艾哈迈多夫再反抢                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'温家宝拦截，将球踢出边线                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'王燊超掷界外球，胡尔克头球回做                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
4'王燊超回传给颜骏凌                   1'两队第1分钟直接对攻，不过两队防线篱笆扎得严实，各自都难以找到突破缺口
19'邹正停球大脚解围                   19'第19分钟上港用林创益换下张华晨
20'上海上港换人，15号林创益换下了17号张华晨！                   19'第19分钟上港用林创益换下张华晨
20'王燊超掷界外球，艾哈迈多夫回传给贺惯                   19'第19分钟上港用林创益换下张华晨
20'颜骏凌得球长传                   19'第19分钟上港用林创益换下张华晨
20'被张琳芃顶一下                   19'第19分钟上港用林创益换下张华晨
21'张卫的长传，过不了梅方，高拉特接应                   19'第19分钟上港用林创益换下张华晨
21'直传，可惜于汉超没有停好                   19'第19分钟上港用林创益换下张华晨
21'张卫回传给石柯                   19'第19分钟上港用林创益换下张华晨
21'长传上来，张琳芃控球，交给黄博文                   19'第19分钟上港用林创益换下张华晨
