52'吕文君直传，海森横传禁区                   52'上港赛前积52分，恒大51分钟
52'孔卡接应回做力量小了，保利尼奥断球                   52'上港赛前积52分，恒大51分钟
52'达维中场控球，武磊过渡一下                   52'上港赛前积52分，恒大51分钟
52'蔡惠康转移给孙祥，石柯也压过了半场                   52'上港赛前积52分，恒大51分钟
52'石柯带球进了禁区晃动，冯潇霆将球铲出边线                   52'上港赛前积52分，恒大51分钟
53'石柯再吊禁区，黄博文顶到第一点                   52'上港赛前积52分，恒大51分钟
53'外围还是上港的控球                   52'上港赛前积52分，恒大51分钟
53'金周荣长传左路，传大了球直接出边线                   52'上港赛前积52分，恒大51分钟
54'保利尼奥挑一下，吕文君转身推进被冯潇霆破坏                   52'上港赛前积52分，恒大51分钟
54'孙祥断下郑龙脚下球                   52'上港赛前积52分，恒大51分钟
54'武磊中圈拿球被邹正放倒                   52'上港赛前积52分，恒大51分钟
54'海森拉到右路拿一下球                   52'上港赛前积52分，恒大51分钟
54'王燊超传中，冯潇霆头球顶得不远                   52'上港赛前积52分，恒大51分钟
55'罗比尼奥回接应，保利尼奥加一脚传给左路的于汉超                   52'上港赛前积52分，恒大51分钟
55'于汉超带球到对方禁区犄角内切打门偏了                   52'上港赛前积52分，恒大51分钟
55'金周荣交给了王燊超                   52'上港赛前积52分，恒大51分钟
47'金周荣高吊禁区，金英权头球顶出禁区                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
47'蔡惠康再挑传禁区，弧顶处冯潇霆背后撞倒了孔卡                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
47'主裁判给了上港一个弧顶内的任意球机会                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
48'恒大的人墙还没有搭建起来                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
49'孔卡低射射穿了人墙，曾诚倒地扑了一下，王燊超补射时踢到了曾诚犯规                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
49'张琳芃大脚往天空踢                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
49'罗比尼奥停球分右路郑龙一顺，保利尼奥下底传中颜骏凌将球没收                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
49'石柯交给孙祥，孙祥长传上来，张琳芃争下来                   47'开场第2分钟，孔卡前场断球前送，吉安禁区线上转身把球拨到另一侧，海森正要射门被张琳芃解围出界
