4'阿隆索开出的球出现了失误                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
4'法兰克福~后场长传！                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
4'直接传给了诺伊尔                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
5'格策把球分给了里贝里                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
5'边路带球推进，被后卫把球碰出界外                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
5'里贝里~底线附近的传中被门将得到                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
6'穆勒斜传禁区~                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
6'莱万已经越位了                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
6'慢动作来看稍稍探出了半个身位                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
6'罗本今天坐在了替补席                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
7'法兰克福边路推进~传中被挡出了边线                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
7'边线球发出来，博阿滕禁区内解围踢疵了                   4'法兰克福近4场正式比赛连败，2007年3月以来与拜仁13场正式比赛仅1胜(2010年3月联赛2比1)，德甲对阵拜仁396分钟不进球，上位进球球员是现效力拜仁的罗德(2011年4月1比1)
46'上半场比赛也就这样了                   46'第1分钟，拜仁控球率达到70%左右
46'下半场比赛开始了~                   46'第1分钟，拜仁控球率达到70%左右
46'两队都没有换人                   46'第1分钟，拜仁控球率达到70%左右
48'丹特长传发动进攻                   46'第1分钟，拜仁控球率达到70%左右
48'格策在对方后卫的干扰下没能拿到球                   46'第1分钟，拜仁控球率达到70%左右
48'法兰克福中路反击~                   46'第1分钟，拜仁控球率达到70%左右
48'越位了把                   46'第1分钟，拜仁控球率达到70%左右
25'法兰克福现在完全被压制                   25'第25分钟，格策挑传禁区，穆勒胸部停球无私横敲，拉姆推进空门，但被判越位
25'穆勒~越位了吧                   25'第25分钟，格策挑传禁区，穆勒胸部停球无私横敲，拉姆推进空门，但被判越位
25'穆勒的反插接应稍稍越位                   25'第25分钟，格策挑传禁区，穆勒胸部停球无私横敲，拉姆推进空门，但被判越位
25'格策边路拿球~                   25'第25分钟，格策挑传禁区，穆勒胸部停球无私横敲，拉姆推进空门，但被判越位
26'又越位                   25'第25分钟，格策挑传禁区，穆勒胸部停球无私横敲，拉姆推进空门，但被判越位
