1'上半场比赛开始！                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
1'塞维利亚中场控球转移                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
1'没有机会先回敲给门将                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
2'双方开局也是都是力求为稳                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
2'巴卡禁区内拿球                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
2'转身的打门将球打高了                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
2'巴卡这下打得有些着急                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
4'费多丘克中场附近拿球被放倒                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
4'费多丘克也是有些受伤                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
4'到场边先接受治疗                   1'塞维利亚第1分钟展开积极攻势，雷耶斯禁区右侧拿球摔倒，裁判拒绝判罚极刑
24'特雷穆利纳斯左路传球被破坏                   24'塞维利亚第24分钟险些扳平，巴内加开出角球，科里乔维亚克远点10码处头球攻门被博伊科飞身救出
24'塞维利亚获得角球机会                   24'塞维利亚第24分钟险些扳平，巴内加开出角球，科里乔维亚克远点10码处头球攻门被博伊科飞身救出
24'巴内加角球送后点                   24'塞维利亚第24分钟险些扳平，巴内加开出角球，科里乔维亚克远点10码处头球攻门被博伊科飞身救出
24'科里乔维亚克头球攻门顶了一个反弹球                   24'塞维利亚第24分钟险些扳平，巴内加开出角球，科里乔维亚克远点10码处头球攻门被博伊科飞身救出
25'博伊科飞身单掌将球扑出                   24'塞维利亚第24分钟险些扳平，巴内加开出角球，科里乔维亚克远点10码处头球攻门被博伊科飞身救出
