2'射门!!!泽尼特球员克尔扎科夫大禁区中央右脚射门,被对方守门员横身扑出.                   2'开场仅2分钟，科尔扎科夫角球混战中10码处射门被雷纳神勇扑出
2'利物浦球员苏亚雷斯大禁区左侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是格伦-约翰逊.                   2'开场仅2分钟，科尔扎科夫角球混战中10码处射门被雷纳神勇扑出
3'利物浦球员杰拉德一脚直塞球给苏亚雷斯,但是边裁举旗显示后者已经越位.                   2'开场仅2分钟，科尔扎科夫角球混战中10码处射门被雷纳神勇扑出
5'射门!!!泽尼特球员胡尔克大禁区外左脚射门,被对方守门员横身扑出.给他传球的是施罗科夫.                   2'开场仅2分钟，科尔扎科夫角球混战中10码处射门被雷纳神勇扑出
5'雷纳将球处理出底线,泽尼特获得角球.                   2'开场仅2分钟，科尔扎科夫角球混战中10码处射门被雷纳神勇扑出
5'射门!!!泽尼特球员胡尔克大禁区外左脚射门,被对方守门员横身扑出.给他传球的是施罗科夫.                   5'第5分钟，施罗科夫传球，浩克突破至禁区弧边缘的左脚劲射又被雷纳扑出
5'雷纳将球处理出底线,泽尼特获得角球.                   5'第5分钟，施罗科夫传球，浩克突破至禁区弧边缘的左脚劲射又被雷纳扑出
6'利物浦球员斯特林一脚直塞球给苏亚雷斯,但是边裁举旗显示后者已经越位.                   5'第5分钟，施罗科夫传球，浩克突破至禁区弧边缘的左脚劲射又被雷纳扑出
16'利物浦球员斯科特尔拼抢犯规,对手获得控球权.                   16'第16分钟，苏亚雷斯单刀晃过出击的门将马拉费夫，但错失角度下被后卫解围
16'施罗科夫为泽尼特在对方半场,赢得一个任意球.                   16'第16分钟，苏亚雷斯单刀晃过出击的门将马拉费夫，但错失角度下被后卫解围
17'黄牌！利物浦球员斯科特尔因为恶意犯规,被主裁判出示黄牌.                   16'第16分钟，苏亚雷斯单刀晃过出击的门将马拉费夫，但错失角度下被后卫解围
18'斯科特尔将球处理出底线,泽尼特获得角球.                   16'第16分钟，苏亚雷斯单刀晃过出击的门将马拉费夫，但错失角度下被后卫解围
19'泽尼特球员克尔扎科夫大禁区中央右脚射门,被防守球员封堵.给他传球的是丹尼.                   16'第16分钟，苏亚雷斯单刀晃过出击的门将马拉费夫，但错失角度下被后卫解围
27'射门!!!泽尼特球员丹尼大禁区右侧头球,被对方守门员横身扑出.给他传球的是阿纽科夫.                   27'第27分钟，安尤科夫右路传中，丹尼头球攻门被雷纳救出
28'泽尼特球员胡尔克大禁区右侧左脚射门,命中门柱右侧立柱.                   27'第27分钟，安尤科夫右路传中，丹尼头球攻门被雷纳救出
28'泽尼特球员阿纽科夫大禁区中央左脚射门,被防守球员封堵.                   27'第27分钟，安尤科夫右路传中，丹尼头球攻门被雷纳救出
29'泽尼特球员德尼索夫大禁区外尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是施罗科夫.                   27'第27分钟，安尤科夫右路传中，丹尼头球攻门被雷纳救出
