6'贝格维奇拿起皮球，表示球没气啊，裁判示意场下换个皮球                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
6'彼得雷斯左路的顶防被吹了犯规                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
6'马塔接应队友头球摆渡，射门被封堵出来                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
7'克劳奇中场还是能够争下第一点                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
7'義忠仁_YY不是丫丫_爱龙小：个人认为,香川被用废了,主播你觉得呢 （阵型和打法的限制吧）                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
7'阿瑙托维奇带球突破被卡里克破坏                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
8'斯莫林直接斜传前场禁区内，马塔插上没有接应到                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
8'范佩西前场拿球，敲给右路队友                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
8'斯莫林右路助攻，往前分球，队友越位了                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
9'手机用户2178651327：今天红魔的后卫都比较年轻啊 （你忘了埃弗拉吗？）                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
9'场下拉斐尔已经在换衣服，准备上场了                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
9'镜头给到埃文斯，腿有些受伤                   6'第6分钟，范佩西头球摆渡，马塔禁区前射门被威尔逊封堵
12'亚当左路传中被拉斐尔挡出底线，角球                   12'第12分钟，查理-亚当开出角球，奥德姆温吉头球攻门偏出
12'亚当角球开到前点，奥登文杰头球顶偏了！                   12'第12分钟，查理-亚当开出角球，奥德姆温吉头球攻门偏出
13'范佩西中场拿球，还是交到右路                   12'第12分钟，查理-亚当开出角球，奥德姆温吉头球攻门偏出
14'换一边，埃弗拉左路传中，先头球解围出来                   12'第12分钟，查理-亚当开出角球，奥德姆温吉头球攻门偏出
