5'尤文图斯球员特维斯大禁区中央尝试右脚射门,可惜皮球高出右上角球门.给他传球的是伊斯拉.                   5'开场5分钟，伊斯拉禁区右侧低传，特维斯在门前12米处推射高出
25'尤文图斯球员特维斯左侧远离球门处小角度尝试右脚射门,可惜皮球稍稍偏出了左球门.                   25'第25分钟，特维斯左路回敲，奥斯瓦尔多扣球被破坏，特维斯低射偏出近门柱
26'尤文图斯球员马尔基西奥拼抢犯规,对手获得控球权.                   25'第25分钟，特维斯左路回敲，奥斯瓦尔多扣球被破坏，特维斯低射偏出近门柱
26'博辛瓦为特拉布宗在右路,赢得一个任意球.                   25'第25分钟，特维斯左路回敲，奥斯瓦尔多扣球被破坏，特维斯低射偏出近门柱
28'射门!!!特拉布宗球员古拉尔大禁区外右脚射门,被对方守门员横身扑出.给他传球的是Özer Hurmaci.                   25'第25分钟，特维斯左路回敲，奥斯瓦尔多扣球被破坏，特维斯低射偏出近门柱
29'射门!!!尤文图斯球员伊斯拉小禁区右侧左脚射门,被对方守门员横身扑出.给他传球的是特维斯.                   29'第29分钟，特维斯直塞禁区右侧，伊斯拉禁区右侧扣过后卫，在门前7米处左脚推射被奥努尔-基夫拉克封出底线
29'基弗拉克将球处理出底线,尤文图斯获得角球.                   29'第29分钟，特维斯直塞禁区右侧，伊斯拉禁区右侧扣过后卫，在门前7米处左脚推射被奥努尔-基夫拉克封出底线
30'尤文图斯球员特维斯大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是佩鲁索.                   29'第29分钟，特维斯直塞禁区右侧，伊斯拉禁区右侧扣过后卫，在门前7米处左脚推射被奥努尔-基夫拉克封出底线
30'尤文图斯球员马尔基西奥拼抢犯规,对手获得控球权.                   29'第29分钟，特维斯直塞禁区右侧，伊斯拉禁区右侧扣过后卫，在门前7米处左脚推射被奥努尔-基夫拉克封出底线
30'科尔曼为特拉布宗在对方半场,赢得一个任意球.                   29'第29分钟，特维斯直塞禁区右侧，伊斯拉禁区右侧扣过后卫，在门前7米处左脚推射被奥努尔-基夫拉克封出底线
32'马尔基西奥为尤文图斯赢得一个任意球.                   29'第29分钟，特维斯直塞禁区右侧，伊斯拉禁区右侧扣过后卫，在门前7米处左脚推射被奥努尔-基夫拉克封出底线
