9'插上助攻，45度斜传，禁区内杨程把球解围                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
9'右侧裴育文界外球给出，斯蒂夫拼抢被高准翼顶出边线                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
9'延边这时候就换人了，，尹昌吉下去了，换上外援金承大                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
10'左侧朴世豪界外球回敲姜卫鹏，在向前                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
10'被埃尔纳内斯断下，斜传右路野牛上来                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
10'底线附近传中，门前池文一把球击出                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
10'外围埃尔纳内斯在给左侧丁海峰，斜传禁区                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
10'池文一这次直接是没收                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
10'手抛球给朴世豪，向前长传给斯蒂夫                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
11'背身拿球，没护住，赵明剑断下，踢出界外                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
11'左侧界外球交给尹比加兰，搓到禁区内                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
11'左侧田依浓横敲，中路任航的解围                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
11'朴世豪在给到金承大，突破到禁区，左侧在回敲                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
12'朴世豪斜吊禁区，斯蒂夫后点头球奋力一争，没有威胁，被杨程没收                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
12'大脚开起来                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
12'野牛回撤拿球，连续盘带到了右路                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
12'张呈栋过来接应，得球内切，在给到拉维奇                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
12'弧线球搓起来，韩青松头球顶出                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
12'田依浓外围在交给右路，裴育文直塞给尹比加兰                   9'第9分钟，延边富德便做出换人调整，U23球员尹昌吉被韩国外援金承大换下
19'朴世豪左侧给到池忠国，直塞向前                   19'第19分钟，拉维奇在防守定位球时始终不愿意后退被主裁判黄牌警告
