5'尤文图斯球员比达尔大禁区外尝试左脚射门,可惜皮球偏出球门.                   5'第5分钟，尤文左侧开出角球，比达尔禁区外控球转身左脚抽射高出
5'尤文图斯球员比达尔大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是基耶利尼.                   5'第5分钟，尤文左侧开出角球，比达尔禁区外控球转身左脚抽射高出
9'尤文图斯球员皮尔洛大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
9'射门!!!尤文图斯球员特维斯大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是博努奇.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
10'阿尔米隆为卡塔尼亚赢得一个任意球.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
10'尤文图斯球员比达尔拼抢犯规,对手获得控球权.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
12'安杜哈尔为卡塔尼亚赢得一个任意球.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
12'尤文图斯球员马尔基西奥拼抢犯规,对手获得控球权.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
12'卡塔尼亚球员科克拼抢犯规,对手获得控球权.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
12'皮尔洛为尤文图斯在对方半场,赢得一个任意球.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
12'卡塔尼亚球员博格西奥拼抢犯规,对手获得控球权.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
12'马尔基西奥为尤文图斯在对方半场,赢得一个任意球.                   9'第9分钟，皮尔洛在门前28米处抽射偏出
15'卡塔尼亚球员博格西奥大禁区外右脚射门,被防守球员封堵.给他传球的是科克.                   15'第15分钟，凯科反击转移到右侧，贝赫西奥在门前20米处抽射被基耶利尼飞身挡出近门柱
15'基耶利尼将球处理出底线,卡塔尼亚获得角球.                   15'第15分钟，凯科反击转移到右侧，贝赫西奥在门前20米处抽射被基耶利尼飞身挡出近门柱
16'特维斯将球处理出底线,卡塔尼亚获得角球.                   15'第15分钟，凯科反击转移到右侧，贝赫西奥在门前20米处抽射被基耶利尼飞身挡出近门柱
16'博努奇将球处理出底线,卡塔尼亚获得角球.                   15'第15分钟，凯科反击转移到右侧，贝赫西奥在门前20米处抽射被基耶利尼飞身挡出近门柱
26'进球啦！！！尤文图斯球员比达尔大禁区外右脚射门,球从右下角飞进球门,球进了!助攻的是特维斯. 尤文图斯 1-0 卡塔尼亚.                   26'尤文第26分钟取得领先
28'尤文图斯球员博努奇大禁区外尝试右脚射门,可惜皮球高出右上角球门.给他传球的是比达尔.                   26'尤文第26分钟取得领先
