3'罗马球员皮亚尼奇大禁区外右脚射门,被防守球员封堵.                   3'开场3分钟，德斯特罗头球吊射高出
3'罗马球员德斯特罗小禁区左侧尝试头球,可惜皮球高出右上角球门.给他传球的是弗洛伦齐.                   3'开场3分钟，德斯特罗头球吊射高出
35'罗马受伤倒地,比赛暂停                   35'第35分钟出现争议，米西罗利直传禁区左侧，圣索内在贝纳蒂亚贴身防守下倒地，里佐利开始没吹点球，但底线裁判认为贝纳蒂亚犯规，萨索洛准备主罚点球，里佐利又求助于助理裁判，数方争执长达4分钟，里佐利又改变了主意，罗马在本方禁区坠球恢复比赛
70'罗马球员皮亚尼奇大禁区外尝试右脚射门,可惜皮球高出球门.                   70'第70分钟，门德斯放倒热尔维尼奥，被黄牌警告，皮亚尼奇在门前18米处主罚任意球高出
70'贝拉尔迪为萨索洛在右路,赢得一个任意球.                   70'第70分钟，门德斯放倒热尔维尼奥，被黄牌警告，皮亚尼奇在门前18米处主罚任意球高出
70'罗马球员罗马尼奥利拼抢犯规,对手获得控球权.                   70'第70分钟，门德斯放倒热尔维尼奥，被黄牌警告，皮亚尼奇在门前18米处主罚任意球高出
70'黄牌！罗马球员罗马尼奥利因为恶意犯规,被主裁判出示黄牌.                   70'第70分钟，门德斯放倒热尔维尼奥，被黄牌警告，皮亚尼奇在门前18米处主罚任意球高出
71'贝纳蒂亚将球处理出底线,萨索洛获得角球.                   70'第70分钟，门德斯放倒热尔维尼奥，被黄牌警告，皮亚尼奇在门前18米处主罚任意球高出
73'罗马换人,塔代伊换下皮亚尼奇                   70'第70分钟，门德斯放倒热尔维尼奥，被黄牌警告，皮亚尼奇在门前18米处主罚任意球高出
75'罗马球员贝纳蒂亚大禁区外尝试右脚射门,可惜皮球高出右上角球门.给他传球的是德罗西.                   74'第74分钟，德斯特罗突入禁区左侧回敲，热尔维尼奥停球推射被门德斯封堵
75'萨索洛换人,马苏西换下弗洛卡里                   74'第74分钟，德斯特罗突入禁区左侧回敲，热尔维尼奥停球推射被门德斯封堵
75'萨索洛球员桑索大禁区外尝试右脚射门,可惜皮球高出右上角球门.                   74'第74分钟，德斯特罗突入禁区左侧回敲，热尔维尼奥停球推射被门德斯封堵
76'罗马尼奥利将球处理出底线,萨索洛获得角球.                   74'第74分钟，德斯特罗突入禁区左侧回敲，热尔维尼奥停球推射被门德斯封堵
76'托罗西迪斯将球处理出底线,萨索洛获得角球.                   74'第74分钟，德斯特罗突入禁区左侧回敲，热尔维尼奥停球推射被门德斯封堵
80'萨索洛球员贝拉尔迪大禁区外尝试左脚射门,可惜皮球高出球门.                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
81'萨索洛换人,法利亚斯换下贝拉尔迪                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
81'马苏西为萨索洛在对方半场,赢得一个任意球.                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
81'罗马球员贝纳蒂亚拼抢犯规,对手获得控球权.                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
81'罗马贝纳蒂亚受伤倒地,比赛暂停                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
81'萨索洛马苏西受伤倒地,比赛暂停                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
83'暂停结束,球员们重新开始比赛.                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
83'萨索洛球员桑索拼抢犯规,对手获得控球权.                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
83'热尔维尼奥为罗马赢得一个任意球.                   80'第80分钟，贝拉尔迪禁区弧左脚推射高出
51'托罗西迪斯将球处理出底线,萨索洛获得角球.                   51'补时第6分钟，三名替补联手扩大比分，进球过程与首球如出一辙，塔代伊前场铲断门德斯，托蒂得球直塞，巴斯托斯突入禁区左侧距门10米处左脚推进远角，2比0，托蒂本赛季意甲9次助攻，与热尔维尼奥并列首位
53'射门!!!罗马球员德斯特罗大禁区外左脚射门,被对方守门员横身扑出.给他传球的是皮亚尼奇.                   51'补时第6分钟，三名替补联手扩大比分，进球过程与首球如出一辙，塔代伊前场铲断门德斯，托蒂得球直塞，巴斯托斯突入禁区左侧距门10米处左脚推进远角，2比0，托蒂本赛季意甲9次助攻，与热尔维尼奥并列首位
54'萨索洛球员米西罗利拼抢犯规,对手获得控球权.                   51'补时第6分钟，三名替补联手扩大比分，进球过程与首球如出一辙，塔代伊前场铲断门德斯，托蒂得球直塞，巴斯托斯突入禁区左侧距门10米处左脚推进远角，2比0，托蒂本赛季意甲9次助攻，与热尔维尼奥并列首位
54'皮亚尼奇为罗马在对方半场,赢得一个任意球.                   51'补时第6分钟，三名替补联手扩大比分，进球过程与首球如出一辙，塔代伊前场铲断门德斯，托蒂得球直塞，巴斯托斯突入禁区左侧距门10米处左脚推进远角，2比0，托蒂本赛季意甲9次助攻，与热尔维尼奥并列首位
