15'进球啦！！！桑普多利亚球员Pedro Obiang大禁区中央左脚射门,球从中路飞进球门,球进了! 桑普多利亚 1-0 乌迪内斯.                   15'第15分钟，帕隆博传球，门将卡尔内齐斯击球不远，奥比昂推进空门
16'乌迪内斯球员Silvan Widmer一脚直塞球给杰乔,但是边裁举旗显示后者已经越位.                   15'第15分钟，帕隆博传球，门将卡尔内齐斯击球不远，奥比昂推进空门
18'P-科内为乌迪内斯在左路,赢得一个任意球.                   15'第15分钟，帕隆博传球，门将卡尔内齐斯击球不远，奥比昂推进空门
18'桑普多利亚球员索里亚诺拼抢犯规,对手获得控球权.                   15'第15分钟，帕隆博传球，门将卡尔内齐斯击球不远，奥比昂推进空门
18'黄牌！桑普多利亚球员索里亚诺因为恶意犯规,被主裁判出示黄牌.                   15'第15分钟，帕隆博传球，门将卡尔内齐斯击球不远，奥比昂推进空门
31'进球啦！！！乌迪内斯球员杰乔小禁区左侧右脚射门,球从左下角飞进球门,球进了!助攻的是P-科内. 桑普多利亚 1-1 乌迪内斯.                   31'第31分钟，科内底线回传，黑霍在门前5米处外脚背搓射，攻入个人意甲处子球
32'乌迪内斯球员帕斯夸莱拼抢犯规,对手获得控球权.                   31'第31分钟，科内底线回传，黑霍在门前5米处外脚背搓射，攻入个人意甲处子球
32'德西尔维斯特里为桑普多利亚赢得一个任意球.                   31'第31分钟，科内底线回传，黑霍在门前5米处外脚背搓射，攻入个人意甲处子球
33'Pedro Obiang将球处理出底线,乌迪内斯获得角球.                   31'第31分钟，科内底线回传，黑霍在门前5米处外脚背搓射，攻入个人意甲处子球
34'进球啦！！！乌迪内斯球员达尼洛大禁区中央头球,球从左下角飞进球门,球进了!助攻的是P-科内. 桑普多利亚 1-2 乌迪内斯.                   31'第31分钟，科内底线回传，黑霍在门前5米处外脚背搓射，攻入个人意甲处子球
60'射门!!!乌迪内斯球员巴杜大禁区中央左脚射门,被对方守门员横身扑出.给他传球的是帕斯夸莱.                   60'第60分钟，德西尔维斯特里传中，加比亚迪尼头槌破门，这是他连续2轮破门，也可能是最后1次为桑普效力，冬窗可能转会那不勒斯
60'进球啦！！！桑普多利亚球员加比亚迪尼大禁区中央头球,球从右上角飞进球门,球进了!助攻的是德西尔维斯特里. 桑普多利亚 2-2 乌迪内斯.                   60'第60分钟，德西尔维斯特里传中，加比亚迪尼头槌破门，这是他连续2轮破门，也可能是最后1次为桑普效力，冬窗可能转会那不勒斯
61'Silvan Widmer将球处理出底线,桑普多利亚获得角球.                   60'第60分钟，德西尔维斯特里传中，加比亚迪尼头槌破门，这是他连续2轮破门，也可能是最后1次为桑普效力，冬窗可能转会那不勒斯
62'桑普多利亚球员索里亚诺大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.                   60'第60分钟，德西尔维斯特里传中，加比亚迪尼头槌破门，这是他连续2轮破门，也可能是最后1次为桑普效力，冬窗可能转会那不勒斯
