4'AC米兰球员塔拉布特拼抢犯规,对手获得控球权.                   3'开场3分钟，卡卡左路传中，本田圭佑禁区内包抄踢空
4'托莫维奇为佛罗伦萨在右路,赢得一个任意球.                   3'开场3分钟，卡卡左路传中，本田圭佑禁区内包抄踢空
6'蒙塔里将球处理出底线,佛罗伦萨获得角球.                   3'开场3分钟，卡卡左路传中，本田圭佑禁区内包抄踢空
46'梅克斯将球处理出底线,佛罗伦萨获得角球.                   46'1分钟后，华金左路长传，梅克斯禁区右侧头球解围却顶到中路，马特里在门前13米处半凌空扫射打呲
47'佛罗伦萨球员博尔加-巴雷罗大禁区左侧左脚射门,被防守球员封堵.                   46'1分钟后，华金左路长传，梅克斯禁区右侧头球解围却顶到中路，马特里在门前13米处半凌空扫射打呲
48'佛罗伦萨球员马特里大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是华金.                   46'1分钟后，华金左路长传，梅克斯禁区右侧头球解围却顶到中路，马特里在门前13米处半凌空扫射打呲
49'AC米兰球员德容拼抢犯规,对手获得控球权.                   46'1分钟后，华金左路长传，梅克斯禁区右侧头球解围却顶到中路，马特里在门前13米处半凌空扫射打呲
49'马特里为佛罗伦萨在左路,赢得一个任意球.                   46'1分钟后，华金左路长传，梅克斯禁区右侧头球解围却顶到中路，马特里在门前13米处半凌空扫射打呲
23'射门!!!AC米兰球员巴洛特利大禁区外右脚射门,被对方守门员横身扑出.                   23'AC米兰第23分钟取得领先
23'进球啦！！！AC米兰球员梅克斯大禁区中央头球,球从左下角飞进球门,球进了! 佛罗伦萨 0-1 AC米兰.                   23'AC米兰第23分钟取得领先
25'康斯坦特将球处理出底线,佛罗伦萨获得角球.                   23'AC米兰第23分钟取得领先
25'佛罗伦萨球员夸德拉多大禁区左侧右脚射门,被防守球员封堵.给他传球的是博尔加-巴雷罗.                   23'AC米兰第23分钟取得领先
25'拉米将球处理出底线,佛罗伦萨获得角球.                   23'AC米兰第23分钟取得领先
26'AC米兰球员蒙塔里大禁区外左脚射门,被防守球员封堵.给他传球的是卡卡.                   23'AC米兰第23分钟取得领先
25'康斯坦特将球处理出底线,佛罗伦萨获得角球.                   25'第25分钟，夸德拉多突入禁区左侧距门8米处推射被拉米挡出底线
25'佛罗伦萨球员夸德拉多大禁区左侧右脚射门,被防守球员封堵.给他传球的是博尔加-巴雷罗.                   25'第25分钟，夸德拉多突入禁区左侧距门8米处推射被拉米挡出底线
25'拉米将球处理出底线,佛罗伦萨获得角球.                   25'第25分钟，夸德拉多突入禁区左侧距门8米处推射被拉米挡出底线
26'AC米兰球员蒙塔里大禁区外左脚射门,被防守球员封堵.给他传球的是卡卡.                   25'第25分钟，夸德拉多突入禁区左侧距门8米处推射被拉米挡出底线
37'射门!!!AC米兰球员塔拉布特大禁区外右脚射门,被对方守门员横身扑出.给他传球的是卡卡.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
37'内托将球处理出底线,AC米兰获得角球.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
38'博尔加-巴雷罗将球处理出底线,AC米兰获得角球.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
38'佛罗伦萨球员冈萨洛一脚直塞球给马特里,但是边裁举旗显示后者已经越位.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
39'AC米兰球员蒙塔里拼抢犯规,对手获得控球权.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
39'马特里为佛罗伦萨在对方半场,赢得一个任意球.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
39'佛罗伦萨球员龙卡利亚一脚直塞球给博尔加-巴雷罗,但是边裁举旗显示后者已经越位.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
40'AC米兰球员巴洛特利大禁区外右脚射门,被防守球员封堵.给他传球的是阿比亚蒂.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
40'AC米兰球员蒙塔里大禁区左侧尝试左脚射门,可惜皮球偏出球门.给他传球的是本田圭佑.                   37'第37分钟，塔拉布特左路内切距门27米处抽射被内托指尖托出横梁
47'佛罗伦萨球员博尔加-巴雷罗大禁区左侧左脚射门,被防守球员封堵.                   47'下半时开始2分钟，紫百合右侧开出角球，博尔哈-巴莱罗禁区左侧距门11米处左脚凌空抽射击中队友
48'佛罗伦萨球员马特里大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是华金.                   47'下半时开始2分钟，紫百合右侧开出角球，博尔哈-巴莱罗禁区左侧距门11米处左脚凌空抽射击中队友
49'AC米兰球员德容拼抢犯规,对手获得控球权.                   47'下半时开始2分钟，紫百合右侧开出角球，博尔哈-巴莱罗禁区左侧距门11米处左脚凌空抽射击中队友
49'马特里为佛罗伦萨在左路,赢得一个任意球.                   47'下半时开始2分钟，紫百合右侧开出角球，博尔哈-巴莱罗禁区左侧距门11米处左脚凌空抽射击中队友
50'佛罗伦萨球员安布罗西尼小禁区左侧尝试左脚射门,可惜皮球稍稍偏出了左球门.                   47'下半时开始2分钟，紫百合右侧开出角球，博尔哈-巴莱罗禁区左侧距门11米处左脚凌空抽射击中队友
