7'阿尔滨从中场组织斜传，力量太大了，出了边线                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
7'孙铂进攻右路和任航抢位置时被裁判吹了犯规，孙铂手上有个拉人的动作                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
8'张佳祺中场抢球时直接铲倒了艾利亚斯，裁判吹了张佳祺的犯规                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
8'舜天任意球直接罚入禁区，晋鹏翔将球破坏出了边线                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
9'于汉超中场断球啦，自己带球长驱直入杀到前场，埃雷尔森无奈之下放倒了于汉超                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
9'阿尔滨进攻左路位置不错的任意球机会                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
9'张佳祺任意球直接罚向禁区中路，邓小飞出击将球抱住！                   7'第7分钟，于汉超左路带球长驱直入，在禁区前遭到埃雷尔森飞铲犯规
11'艾利亚斯前场背身拿球时张佳祺直接上来放倒了艾利亚斯                   10'第10分钟，邓卓翔前场任意球直接打入禁区，双方球员都未碰到直接出底线
11'邓卓翔任意球半高球送入禁区，禁区内两队球员都跑过了，球直接飞出了底线                   10'第10分钟，邓卓翔前场任意球直接打入禁区，双方球员都未碰到直接出底线
13'吉翔进攻左路突然起球到禁区，队友都没有领会到意图啊，禁区内没有队友接应~                   10'第10分钟，邓卓翔前场任意球直接打入禁区，双方球员都未碰到直接出底线
15'布鲁诺进攻左路得球后并没有选择停球，而是直接顺势用脚弓端了一脚，球到禁区后邓小飞出击得到！                   15'第15分钟，吴曦主动到前场右路送出传中，晋鹏翔将球解围
16'吴曦进攻右路45度角传入禁区，艾迪抢先将球破坏出来                   15'第15分钟，吴曦主动到前场右路送出传中，晋鹏翔将球解围
17'吴曦中场防守时直接从身后放倒了于汉超，裁判吹了吴曦的犯规                   15'第15分钟，吴曦主动到前场右路送出传中，晋鹏翔将球解围
18'艾利亚斯进攻右路面对赵宏略的防守想要强行超车，可惜身位被提前卡住。。                   15'第15分钟，吴曦主动到前场右路送出传中，晋鹏翔将球解围
22'角球开到后点，第一点被对方后卫定出来，没有什么威胁                   22'第22分钟，任航后排插上接球后高速奔入禁区，晋鹏翔无奈之下采取战术犯规将其放倒被黄牌警告，吉翔主罚任意球直接攻门打高
22'禁区外阿尔滨拿到第二点后可以反击啦！于大宝中路带球向前走时倒地了，裁判没有响哨啊，舜天又成功反断                   22'第22分钟，任航后排插上接球后高速奔入禁区，晋鹏翔无奈之下采取战术犯规将其放倒被黄牌警告，吉翔主罚任意球直接攻门打高
23'[qiangda]于大宝没有效力过以下哪支球队？ A本菲卡 B大连阿尔滨 C广州恒大 D天津泰达                   22'第22分钟，任航后排插上接球后高速奔入禁区，晋鹏翔无奈之下采取战术犯规将其放倒被黄牌警告，吉翔主罚任意球直接攻门打高
