4'射门!!!AC米兰球员蒙托利沃大禁区外右脚射门,被对方守门员横身扑出.给他传球的是康斯坦特.                   4'开场4分钟，蒙托利沃远射被库尔奇得到
4'比安奇为博洛尼亚在右路,赢得一个任意球.                   4'开场4分钟，蒙托利沃远射被库尔奇得到
4'AC米兰球员德容拼抢犯规,对手获得控球权.                   4'开场4分钟，蒙托利沃远射被库尔奇得到
5'博洛尼亚球员曼托瓦尼一脚直塞球给比安奇,但是边裁举旗显示后者已经越位.                   4'开场4分钟，蒙托利沃远射被库尔奇得到
22'射门!!!博洛尼亚球员科尔辛大禁区中央头球,被对方守门员横身扑出.给他传球的是曼托瓦尼.                   22'第22分钟，赫里斯托祖洛普洛斯左路传中，克尔欣在门前12米处头球一蹭被阿比亚蒂单掌托出横梁
22'阿比亚蒂将球处理出底线,博洛尼亚获得角球.                   22'第22分钟，赫里斯托祖洛普洛斯左路传中，克尔欣在门前12米处头球一蹭被阿比亚蒂单掌托出横梁
25'AC米兰球员卡卡大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是德希利奥.                   22'第22分钟，赫里斯托祖洛普洛斯左路传中，克尔欣在门前12米处头球一蹭被阿比亚蒂单掌托出横梁
38'射门!!!博洛尼亚球员里斯塔尔多大禁区左侧右脚射门,被对方守门员横身扑出.给他传球的是莫莱奥.                   38'第38分钟，克里斯塔尔多左路突破距门15米处小角度凌空被阿比亚蒂倒地没收
39'AC米兰受伤倒地,比赛暂停                   38'第38分钟，克里斯塔尔多左路突破距门15米处小角度凌空被阿比亚蒂倒地没收
40'暂停结束,球员们重新开始比赛.                   38'第38分钟，克里斯塔尔多左路突破距门15米处小角度凌空被阿比亚蒂倒地没收
42'AC米兰球员蒙托利沃大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是本田圭佑.                   42'第42分钟，本田圭佑回做，蒙托利沃在门前25米处大力抽射被库尔奇指尖托出左门柱
