11'都灵球员比安奇大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是达尔米安.                   11'开场11分钟，达米安右路低传，队长比安基前点距门9米处推射偏出近门柱
13'进球啦！！！国际米兰球员米利托大禁区外右脚射门,球从左下角飞进球门,球进了! 都灵 0-1 国际米兰.                   11'开场11分钟，达米安右路低传，队长比安基前点距门9米处推射偏出近门柱
14'希里格纳为都灵在对方半场,赢得一个任意球.                   11'开场11分钟，达米安右路低传，队长比安基前点距门9米处推射偏出近门柱
14'国际米兰球员胡安拼抢犯规,对手获得控球权.                   11'开场11分钟，达米安右路低传，队长比安基前点距门9米处推射偏出近门柱
15'都灵球员希里格纳大禁区中央头球,被防守球员封堵.给他传球的是桑塔纳.                   15'第15分钟，桑塔纳左路传中，斯格里尼亚在门前7米处头球被拉诺齐亚挡出底线
15'拉诺齐亚将球处理出底线,都灵获得角球.                   15'第15分钟，桑塔纳左路传中，斯格里尼亚在门前7米处头球被拉诺齐亚挡出底线
16'射门!!!都灵球员奥邦纳大禁区外左脚射门,被对方守门员横身扑出.给他传球的是希里格纳.                   15'第15分钟，桑塔纳左路传中，斯格里尼亚在门前7米处头球被拉诺齐亚挡出底线
50'国际米兰球员瓜林大禁区外尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是坎比亚索.                   48'3分钟后，萨内蒂右路高速突破，马谢洛侧面拦截手部击倒萨队，被黄牌警告，斯内德右侧距门26米处主罚任意球打近角，吉莱倒地封出，米利托跟进稍慢错过补射机会
38'国际米兰球员斯内德一脚直塞球给长友佑都,但是边裁举旗显示后者已经越位.                   38'第38分钟，长友佑都接应斯内德直传被吹越位，但他又捅了一脚，结果吃到黄牌
38'国际米兰球员长友佑都被主裁判出示了一张黄牌.                   38'第38分钟，长友佑都接应斯内德直传被吹越位，但他又捅了一脚，结果吃到黄牌
39'汉达诺维奇将球处理出底线,都灵获得角球.                   38'第38分钟，长友佑都接应斯内德直传被吹越位，但他又捅了一脚，结果吃到黄牌
39'坎比亚索将球处理出底线,都灵获得角球.                   38'第38分钟，长友佑都接应斯内德直传被吹越位，但他又捅了一脚，结果吃到黄牌
40'国际米兰球员瓜林大禁区外右脚射门,被防守球员封堵.给他传球的是坎比亚索.                   38'第38分钟，长友佑都接应斯内德直传被吹越位，但他又捅了一脚，结果吃到黄牌
40'格里克将球处理出底线,国际米兰获得角球.                   38'第38分钟，长友佑都接应斯内德直传被吹越位，但他又捅了一脚，结果吃到黄牌
45'国际米兰若纳坦受伤倒地,比赛暂停                   44'第44分钟，若纳坦左肩受伤接受治疗
45'暂停结束,球员们重新开始比赛.                   44'第44分钟，若纳坦左肩受伤接受治疗
45'+2'斯特万诺维奇为都灵在右路,赢得一个任意球.                   44'第44分钟，若纳坦左肩受伤接受治疗
45'+2'国际米兰球员长友佑都拼抢犯规,对手获得控球权.                   44'第44分钟，若纳坦左肩受伤接受治疗
45'+4'上半场结束,都灵 0-1 国际米兰,稍事休息,我们一会来看看下半场两队的表现.                   44'第44分钟，若纳坦左肩受伤接受治疗
45'国际米兰换人,阿尔瓦雷斯上,若纳坦因伤下场.                   44'第44分钟，若纳坦左肩受伤接受治疗
