4'AC米兰球员巴洛特利大禁区外右脚射门,被防守球员封堵.                   4'第4分钟，巴洛特利在门前27米处任意球被人墙挡出，左脚补射偏出左门柱
4'AC米兰球员巴洛特利大禁区外尝试左脚射门,可惜皮球偏出球门.                   4'第4分钟，巴洛特利在门前27米处任意球被人墙挡出，左脚补射偏出左门柱
6'AC米兰球员沙拉维大禁区外右脚射门,被防守球员封堵.给他传球的是博阿滕.                   4'第4分钟，巴洛特利在门前27米处任意球被人墙挡出，左脚补射偏出左门柱
6'迪切萨雷将球处理出底线,AC米兰获得角球.                   4'第4分钟，巴洛特利在门前27米处任意球被人墙挡出，左脚补射偏出左门柱
7'维维斯将球处理出底线,AC米兰获得角球.                   4'第4分钟，巴洛特利在门前27米处任意球被人墙挡出，左脚补射偏出左门柱
15'AC米兰球员蒙塔里大禁区外尝试右脚射门,可惜皮球高出球门.给他传球的是阿巴特.                   15'第15分钟，蒙塔里右侧扣过后卫距门20米处抽射高出
16'射门!!!都灵球员巴雷托大禁区中央左脚射门,被对方守门员横身扑出.给他传球的是切尔奇.                   15'第15分钟，蒙塔里右侧扣过后卫距门20米处抽射高出
17'都灵球员达尔米安拼抢犯规,对手获得控球权.                   15'第15分钟，蒙塔里右侧扣过后卫距门20米处抽射高出
17'康斯坦特为AC米兰赢得一个任意球.                   15'第15分钟，蒙塔里右侧扣过后卫距门20米处抽射高出
17'切尔奇为都灵赢得一个任意球.                   15'第15分钟，蒙塔里右侧扣过后卫距门20米处抽射高出
17'AC米兰球员梅克斯拼抢犯规,对手获得控球权.                   15'第15分钟，蒙塔里右侧扣过后卫距门20米处抽射高出
21'阿巴特将球处理出底线,都灵获得角球.                   21'第21分钟，切尔奇禁区右侧反越位成功，小角度似传似射被后卫下铲封堵
22'梅克斯将球处理出底线,都灵获得角球.                   21'第21分钟，切尔奇禁区右侧反越位成功，小角度似传似射被后卫下铲封堵
23'达尔米安将球处理出底线,AC米兰获得角球.                   21'第21分钟，切尔奇禁区右侧反越位成功，小角度似传似射被后卫下铲封堵
24'AC米兰球员博阿滕大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是梅克斯.                   21'第21分钟，切尔奇禁区右侧反越位成功，小角度似传似射被后卫下铲封堵
35'AC米兰球员沙拉维大禁区外右脚射门,被防守球员封堵.给他传球的是博阿滕.                   35'第35分钟，博阿滕左路低传，沙拉维禁区前沿转身抽射被维韦斯挡出底线，巴洛特利左侧开出角球，梅克斯后点头球打在索伦蒂诺背上偏出近门柱，但他被吹犯规在先
