4'切尔西球员托雷斯大禁区中央尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是摩西.                   4'第4分钟，摩西突入禁区右侧回传，托雷斯16码处推射擦左侧立柱偏出
5'布拉格斯巴达球员扎波托尼拼抢犯规,对手获得控球权.                   4'第4分钟，摩西突入禁区右侧回传，托雷斯16码处推射擦左侧立柱偏出
5'马塔为切尔西赢得一个任意球.                   4'第4分钟，摩西突入禁区右侧回传，托雷斯16码处推射擦左侧立柱偏出
6'切尔西球员奥斯卡大禁区外右脚射门,被防守球员封堵.给他传球的是拉米雷斯.                   4'第4分钟，摩西突入禁区右侧回传，托雷斯16码处推射擦左侧立柱偏出
6'斯维迪克将球处理出底线,切尔西获得角球.                   4'第4分钟，摩西突入禁区右侧回传，托雷斯16码处推射擦左侧立柱偏出
11'切尔西球员托雷斯球门线跟前尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是马塔.                   11'第11分钟，马塔右路传中，托雷斯小禁区左侧右脚凌空外脚背垫射，皮球擦横梁高出
14'布拉格斯巴达球员Lukas Vacha一脚直塞球给克雷伊奇,但是边裁举旗显示后者已经越位.                   11'第11分钟，马塔右路传中，托雷斯小禁区左侧右脚凌空外脚背垫射，皮球擦横梁高出
17'切尔西球员拉米雷斯拼抢犯规,对手获得控球权.                   17'布拉格斯巴达第17分钟取得领先，卡德莱克禁区左侧扣过卡希尔后传中，无人防守的拉法塔10码处射入上角
17'普利克里尔为布拉格斯巴达在左路,赢得一个任意球.                   17'布拉格斯巴达第17分钟取得领先，卡德莱克禁区左侧扣过卡希尔后传中，无人防守的拉法塔10码处射入上角
17'进球啦！！！布拉格斯巴达球员拉法塔大禁区中央右脚射门,球从中路偏上飞进球门,球进了!助攻的是卡德尔克. 切尔西 0-1 布拉格斯巴达.                   17'布拉格斯巴达第17分钟取得领先，卡德莱克禁区左侧扣过卡希尔后传中，无人防守的拉法塔10码处射入上角
20'切尔西球员特里拼抢犯规,对手获得控球权.                   17'布拉格斯巴达第17分钟取得领先，卡德莱克禁区左侧扣过卡希尔后传中，无人防守的拉法塔10码处射入上角
