3'法兰克福球员艾格纳拼抢犯规,对手获得控球权.                   3'开场3分钟，艾格纳双脚飞铲拉姆，被黄牌警告
3'拉姆为拜仁慕尼黑赢得一个任意球.                   3'开场3分钟，艾格纳双脚飞铲拉姆，被黄牌警告
4'黄牌！法兰克福球员艾格纳因为恶意犯规,被主裁判出示黄牌.                   3'开场3分钟，艾格纳双脚飞铲拉姆，被黄牌警告
6'法兰克福球员隆干友彦大禁区外右脚射门,被防守球员封堵.给他传球的是艾格纳.                   3'开场3分钟，艾格纳双脚飞铲拉姆，被黄牌警告
9'拜仁慕尼黑球员罗本小禁区右侧尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是克罗斯.                   9'第9分钟，克罗斯左路高速突入禁区送出地滚球，后点小角度铲射打在边网上
12'拜仁慕尼黑球员里贝里一脚直塞球给皮萨罗,但是边裁举旗显示后者已经越位.                   9'第9分钟，克罗斯左路高速突入禁区送出地滚球，后点小角度铲射打在边网上
14'射门!!!法兰克福球员马特摩尔大禁区中央头球,被对方守门员横身扑出.给他传球的是梅耶尔.                   14'第14分钟，迈尔传球，马特穆尔头球被诺伊尔得到
15'拜仁慕尼黑球员博阿滕一脚直塞球给里贝里,但是边裁举旗显示后者已经越位.                   14'第14分钟，迈尔传球，马特穆尔头球被诺伊尔得到
17'法兰克福球员荣格大禁区外尝试右脚射门,可惜皮球高出右上角球门.                   14'第14分钟，迈尔传球，马特穆尔头球被诺伊尔得到
18'法兰克福球员艾格纳大禁区中央尝试头球,可惜皮球高出球门.给他传球的是奥奇普卡.                   18'第18分钟，奥奇普卡左路传中，艾格纳后点距门8米处顶高
19'法兰克福球员罗德拼抢犯规,对手获得控球权.                   18'第18分钟，奥奇普卡左路传中，艾格纳后点距门8米处顶高
19'克罗斯为拜仁慕尼黑在对方半场,赢得一个任意球.                   18'第18分钟，奥奇普卡左路传中，艾格纳后点距门8米处顶高
20'射门!!!拜仁慕尼黑球员阿拉巴大禁区外左脚射门,被对方守门员横身扑出.                   18'第18分钟，奥奇普卡左路传中，艾格纳后点距门8米处顶高
20'特拉普将球处理出底线,拜仁慕尼黑获得角球.                   18'第18分钟，奥奇普卡左路传中，艾格纳后点距门8米处顶高
22'法兰克福球员罗德大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是荣格.                   22'第22分钟，塞巴斯蒂安-容右路传中，罗德在门前12米处飞身冲顶偏出左门柱
25'射门!!!拜仁慕尼黑球员施魏因斯泰格大禁区外左脚射门,被对方守门员横身扑出.给他传球的是里贝里.                   22'第22分钟，塞巴斯蒂安-容右路传中，罗德在门前12米处飞身冲顶偏出左门柱
49'施维格勒为法兰克福在对方半场,赢得一个任意球.                   46'1分钟后，皮萨罗回做，克罗斯再挑传禁区左侧，里贝里在门前10米处抽射被特拉普封出远门柱
49'拜仁慕尼黑球员施魏因斯泰格拼抢犯规,对手获得控球权.                   46'1分钟后，皮萨罗回做，克罗斯再挑传禁区左侧，里贝里在门前10米处抽射被特拉普封出远门柱
35'法兰克福球员梅耶尔大禁区左侧尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是奥奇普卡.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
35'施维格勒为法兰克福在右路,赢得一个任意球.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
35'拜仁慕尼黑球员克罗斯拼抢犯规,对手获得控球权.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
35'法兰克福球员施维格勒一脚直塞球给隆干友彦,但是边裁举旗显示后者已经越位.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
36'法兰克福球员罗德拼抢犯规,对手获得控球权.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
36'阿拉巴为拜仁慕尼黑赢得一个任意球.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
38'法兰克福球员德米多夫拼抢犯规,对手获得控球权.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
38'克罗斯为拜仁慕尼黑在对方半场,赢得一个任意球.                   35'第35分钟，奥奇普卡左路传中，迈尔在门前7米处头球偏出远门柱
