4'国际米兰球员瓜林大禁区外右脚射门,被防守球员封堵.给他传球的是卡萨诺.                   1'赛前为周六去世的前亚特兰大主席伊万-鲁杰里默哀1分钟
4'拉伊蒙迪将球处理出底线,国际米兰获得角球.                   1'赛前为周六去世的前亚特兰大主席伊万-鲁杰里默哀1分钟
7'亚特兰大球员西加里尼大禁区外尝试右脚射门,可惜皮球高出右上角球门.给他传球的是丹尼斯.                   7'第7分钟，丹尼斯背身回做，奇加里尼在门前27米处外脚背抽射偏出
10'亚特兰大球员西加里尼一脚直塞球给比昂迪尼,但是边裁举旗显示后者已经越位.                   7'第7分钟，丹尼斯背身回做，奇加里尼在门前27米处外脚背抽射偏出
22'射门!!!国际米兰球员瓜林大禁区外右脚射门,被对方守门员横身扑出.                   22'第22分钟，瓜林在门前30米处大力低射被波利托没收
25'卡尼尼将球处理出底线,国际米兰获得角球.                   22'第22分钟，瓜林在门前30米处大力低射被波利托没收
25'国际米兰球员罗基球门线跟前头球,被防守球员封堵.给他传球的是瓜林.                   22'第22分钟，瓜林在门前30米处大力低射被波利托没收
29'亚特兰大球员比昂迪尼大禁区外尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是卡尔莫纳.                   29'第29分钟，卡尔莫纳传球，比翁迪尼禁区弧上扣过后卫弧线球高出
30'拉伊蒙迪为亚特兰大赢得一个任意球.                   29'第29分钟，卡尔莫纳传球，比翁迪尼禁区弧上扣过后卫弧线球高出
30'国际米兰球员佩雷拉拼抢犯规,对手获得控球权.                   29'第29分钟，卡尔莫纳传球，比翁迪尼禁区弧上扣过后卫弧线球高出
32'国际米兰换人,阿尔瓦雷斯上,卡萨诺因伤下场.                   29'第29分钟，卡尔莫纳传球，比翁迪尼禁区弧上扣过后卫弧线球高出
34'国际米兰球员阿尔瓦雷斯大禁区中央尝试左脚射门,可惜皮球稍稍偏出了左球门.给他传球的是佩雷拉.                   34'第34分钟，佩雷拉左路传中，阿尔瓦雷斯后点距门7米处左脚半凌空推射偏得离谱
35'坎比亚索将球处理出底线,亚特兰大获得角球.                   34'第34分钟，佩雷拉左路传中，阿尔瓦雷斯后点距门7米处左脚半凌空推射偏得离谱
37'国际米兰球员阿尔瓦雷斯右侧很远处尝试左脚射门,可惜皮球稍稍偏出了右球门.                   34'第34分钟，佩雷拉左路传中，阿尔瓦雷斯后点距门7米处左脚半凌空推射偏得离谱
39'卡尼尼将球处理出底线,国际米兰获得角球.                   39'第39分钟，阿尔瓦雷斯右路内切禁区前沿左脚抽射被玻利托得到
39'射门!!!国际米兰球员阿尔瓦雷斯大禁区外左脚射门,被对方守门员横身扑出.给他传球的是瓜林.                   39'第39分钟，阿尔瓦雷斯右路内切禁区前沿左脚抽射被玻利托得到
42'国际米兰球员罗基大禁区中央左脚射门,被防守球员封堵.给他传球的是科瓦契奇.                   39'第39分钟，阿尔瓦雷斯右路内切禁区前沿左脚抽射被玻利托得到
42'斯滕达尔多将球处理出底线,国际米兰获得角球.                   39'第39分钟，阿尔瓦雷斯右路内切禁区前沿左脚抽射被玻利托得到
43'西罗波利托将球处理出底线,国际米兰获得角球.                   43'国米第43分钟取得领先
43'进球啦！！！国际米兰球员罗基小禁区左侧右脚射门,球从中路飞进球门,球进了!助攻的是佩雷拉. 国际米兰 1-0 亚特兰大.                   43'国米第43分钟取得领先
45'斯卡罗尼为亚特兰大在右路,赢得一个任意球.                   43'国米第43分钟取得领先
45'国际米兰球员罗基拼抢犯规,对手获得控球权.                   43'国米第43分钟取得领先
45'+1'佩雷拉将球处理出底线,亚特兰大获得角球.                   43'国米第43分钟取得领先
45'+1'上半场结束,国际米兰 1-0 亚特兰大,稍事休息,我们一会来看看下半场两队的表现.                   43'国米第43分钟取得领先
52'射门!!!亚特兰大球员丹尼斯大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是西加里尼.                   52'下半时开始7分钟，奇加里尼右路传中，丹尼斯在门前7米处推射弹地被汉达诺维奇得到
53'国际米兰球员萨内蒂大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是萨穆埃尔.                   52'下半时开始7分钟，奇加里尼右路传中，丹尼斯在门前7米处推射弹地被汉达诺维奇得到
55'亚特兰大换人,利瓦亚换下卡尔莫纳                   52'下半时开始7分钟，奇加里尼右路传中，丹尼斯在门前7米处推射弹地被汉达诺维奇得到
55'国际米兰球员坎比亚索大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是萨内蒂.                   52'下半时开始7分钟，奇加里尼右路传中，丹尼斯在门前7米处推射弹地被汉达诺维奇得到
55'亚特兰大换人,利瓦亚换下卡尔莫纳                   55'第55分钟，萨内蒂右路传中，坎比亚索后点没顶上力量
55'国际米兰球员坎比亚索大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是萨内蒂.                   55'第55分钟，萨内蒂右路传中，坎比亚索后点没顶上力量
56'进球啦！！！亚特兰大球员博纳文图拉大禁区中央左脚射门,球从右上角飞进球门,球进了!助攻的是利瓦亚. 国际米兰 1-1 亚特兰大.                   55'第55分钟，萨内蒂右路传中，坎比亚索后点没顶上力量
57'进球啦！！！国际米兰球员阿尔瓦雷斯大禁区中央头球,球从中路飞进球门,球进了! 国际米兰 2-1 亚特兰大.                   55'第55分钟，萨内蒂右路传中，坎比亚索后点没顶上力量
58'利瓦亚为亚特兰大在对方半场,赢得一个任意球.                   55'第55分钟，萨内蒂右路传中，坎比亚索后点没顶上力量
58'国际米兰球员萨穆埃尔拼抢犯规,对手获得控球权.                   55'第55分钟，萨内蒂右路传中，坎比亚索后点没顶上力量
59'亚特兰大球员西加里尼大禁区外右脚射门,被防守球员封堵.                   59'第59分钟，奇加里尼在门前25米处任意球打在人墙上
60'射门!!!国际米兰球员瓜林大禁区左侧右脚射门,被对方守门员横身扑出.给他传球的是罗基.                   59'第59分钟，奇加里尼在门前25米处任意球打在人墙上
60'亚特兰大球员博纳文图拉拼抢犯规,对手获得控球权.                   59'第59分钟，奇加里尼在门前25米处任意球打在人墙上
60'科瓦契奇为国际米兰在对方半场,赢得一个任意球.                   59'第59分钟，奇加里尼在门前25米处任意球打在人墙上
61'进球啦！！！国际米兰球员阿尔瓦雷斯大禁区右侧左脚射门,球从右下角飞进球门,球进了!助攻的是科瓦契奇. 国际米兰 3-1 亚特兰大.                   59'第59分钟，奇加里尼在门前25米处任意球打在人墙上
57'进球啦！！！国际米兰球员阿尔瓦雷斯大禁区中央头球,球从中路飞进球门,球进了! 国际米兰 2-1 亚特兰大.                   57'丹尼斯此后12分钟内上演帽子戏法
58'利瓦亚为亚特兰大在对方半场,赢得一个任意球.                   57'丹尼斯此后12分钟内上演帽子戏法
58'国际米兰球员萨穆埃尔拼抢犯规,对手获得控球权.                   57'丹尼斯此后12分钟内上演帽子戏法
59'亚特兰大球员西加里尼大禁区外右脚射门,被防守球员封堵.                   57'丹尼斯此后12分钟内上演帽子戏法
60'射门!!!国际米兰球员瓜林大禁区左侧右脚射门,被对方守门员横身扑出.给他传球的是罗基.                   57'丹尼斯此后12分钟内上演帽子戏法
60'亚特兰大球员博纳文图拉拼抢犯规,对手获得控球权.                   57'丹尼斯此后12分钟内上演帽子戏法
60'科瓦契奇为国际米兰在对方半场,赢得一个任意球.                   57'丹尼斯此后12分钟内上演帽子戏法
71'进球啦！！！亚特兰大球员丹尼斯大禁区左侧右脚射门,球从左下角飞进球门,球进了! 国际米兰 3-3 亚特兰大.                   71'第71分钟，丹尼斯左路内切闪开拉诺齐亚，在门前14米处低射钻入近角，3比3
73'亚特兰大球员丹尼斯手球犯规,对手获得球权.                   71'第71分钟，丹尼斯左路内切闪开拉诺齐亚，在门前14米处低射钻入近角，3比3
74'亚特兰大球员拉伊蒙迪拼抢犯规,对手获得控球权.                   71'第71分钟，丹尼斯左路内切闪开拉诺齐亚，在门前14米处低射钻入近角，3比3
