4'皇马中场控制球                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
4'莫德里奇分球到右路，阿韦罗亚拿到一个边线球                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
4'马塞洛左路插上到禁区内，接应右路传中，射门被挡出，角球                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
5'莫德里奇角球去前点，球被挡出，继续角球                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
5'莫德里奇角球找到赫迪拉，后者头球没有顶正                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
6'手机用户3108491725：脸哥终于回来了！（对德国国家队也是个好消息）                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
6'阿韦罗亚右路传中，禁区内没有人                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
7'阿隆索中场拿球摆脱，查尔斯犯规了                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
7'塞尔塔中场断球了                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
7'诺利托左路接应进禁区，射门被挡出底线，角球                   4'开场4分钟，马塞洛禁区左侧射门被挡出底线
12'阿韦罗亚边线球抛回门将，洛佩兹大脚解围                   12'第12分钟，查尔斯远射偏出左门柱
13'克罗恩德利反越位接球，禁区前直接吊门打偏了                   12'第12分钟，查尔斯远射偏出左门柱
13'马塞洛左路面对逼抢，把球转移出去                   12'第12分钟，查尔斯远射偏出左门柱
14'拉菲尼亚中场拿球摆脱，过掉两人到右路被断                   12'第12分钟，查尔斯远射偏出左门柱
15'皇马中场断球，伊斯科送直塞拿到一个角球                   12'第12分钟，查尔斯远射偏出左门柱
15'用户pu6fsbl5f8：排第三 （没错，身前是马竞和巴萨）                   12'第12分钟，查尔斯远射偏出左门柱
15'皇马后场控制球                   12'第12分钟，查尔斯远射偏出左门柱
23'阿韦罗亚右路和队友配合，交给赫迪拉                   23'第23分钟，伊斯科禁区左侧打高
23'赫迪拉传中被头球解围，伊斯科迎球远射打高了                   23'第23分钟，伊斯科禁区左侧打高
24'阿韦罗亚右路拿球横敲，球被断了                   23'第23分钟，伊斯科禁区左侧打高
24'纳乔防守端倒地把球铲出边线                   23'第23分钟，伊斯科禁区左侧打高
25'查尔斯中场逼抢绊倒了卡塞米罗                   23'第23分钟，伊斯科禁区左侧打高
26'皇马目前落后马竞几分？A:3 B:4 C:6 [qiangda]                   23'第23分钟，伊斯科禁区左侧打高
26'拉莫斯斜传左路，马塞洛在球出界前头球摆渡回来                   23'第23分钟，伊斯科禁区左侧打高
46'裁判鸣哨结束半场比赛！                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
46'下半场比赛开始！                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
46'塞尔塔中圈开球                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
46'双方半场都没有换人调整                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
46'莫德里奇右路断球，但是莫拉塔没有接应好                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
47'拉菲尼亚中场过人被阿隆索绊倒                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
47'马塞洛左路内切，转移右路                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
47'阿韦罗亚右路传中，第一点被解围                   46'1分钟后，诺利托反击传球，查尔斯头球偏出左门柱
