7'蒙彼利埃球员Daniel Congré拼抢犯规,对手获得控球权.                   7'开场7分钟，小卢卡斯左侧任意球斜传禁区，拉维齐头球一蹭被茹尔德朗得到
7'帕斯托雷为巴黎圣日耳曼在左路,赢得一个任意球.                   7'开场7分钟，小卢卡斯左侧任意球斜传禁区，拉维齐头球一蹭被茹尔德朗得到
7'射门!!!巴黎圣日耳曼球员拉维齐大禁区中央头球,被对方守门员横身扑出.给他传球的是小卢卡斯.                   7'开场7分钟，小卢卡斯左侧任意球斜传禁区，拉维齐头球一蹭被茹尔德朗得到
10'蒙彼利埃球员埃雷拉大禁区外左脚射门,被防守球员封堵.                   7'开场7分钟，小卢卡斯左侧任意球斜传禁区，拉维齐头球一蹭被茹尔德朗得到
10'进球啦！！！蒙彼利埃球员卡贝拉小禁区右侧右脚射门,球从左上角飞进球门,球进了! 蒙彼利埃 1-0 巴黎圣日耳曼.                   7'开场7分钟，小卢卡斯左侧任意球斜传禁区，拉维齐头球一蹭被茹尔德朗得到
46'蒙彼利埃球员J-马尔维奥拼抢犯规,对手获得控球权.                   46'1分钟后，卡贝拉传球，埃雷拉禁区左侧射门被封堵
46'小卢卡斯为巴黎圣日耳曼在对方半场,赢得一个任意球.                   46'1分钟后，卡贝拉传球，埃雷拉禁区左侧射门被封堵
47'巴黎圣日耳曼球员伊布大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.                   46'1分钟后，卡贝拉传球，埃雷拉禁区左侧射门被封堵
48'蒙彼利埃球员卡马拉拼抢犯规,对手获得控球权.                   46'1分钟后，卡贝拉传球，埃雷拉禁区左侧射门被封堵
48'维拉蒂为巴黎圣日耳曼赢得一个任意球.                   46'1分钟后，卡贝拉传球，埃雷拉禁区左侧射门被封堵
48'黄牌！蒙彼利埃球员卡马拉因为恶意犯规,被主裁判出示黄牌.                   46'1分钟后，卡贝拉传球，埃雷拉禁区左侧射门被封堵
21'巴黎圣日耳曼球员马图伊迪大禁区中央左脚射门,被防守球员封堵.                   21'第21分钟，马图伊迪禁区内左脚射门被挡出
22'Daniel Congré将球处理出底线,巴黎圣日耳曼获得角球.                   21'第21分钟，马图伊迪禁区内左脚射门被挡出
24'卡贝拉为蒙彼利埃在左路,赢得一个任意球.                   21'第21分钟，马图伊迪禁区内左脚射门被挡出
24'巴黎圣日耳曼球员维拉蒂拼抢犯规,对手获得控球权.                   21'第21分钟，马图伊迪禁区内左脚射门被挡出
32'穆尼耶为蒙彼利埃在左路,赢得一个任意球.                   32'第32分钟，维拉蒂背后拉扯穆尼耶，被黄牌警告
32'巴黎圣日耳曼球员维拉蒂拼抢犯规,对手获得控球权.                   32'第32分钟，维拉蒂背后拉扯穆尼耶，被黄牌警告
32'黄牌！巴黎圣日耳曼球员维拉蒂因为恶意犯规,被主裁判出示黄牌.                   32'第32分钟，维拉蒂背后拉扯穆尼耶，被黄牌警告
34'蒙彼利埃球员斯坦博里拼抢犯规,对手获得控球权.                   32'第32分钟，维拉蒂背后拉扯穆尼耶，被黄牌警告
34'帕斯托雷为巴黎圣日耳曼在左路,赢得一个任意球.                   32'第32分钟，维拉蒂背后拉扯穆尼耶，被黄牌警告
50'蒙彼利埃球员埃雷拉大禁区右侧尝试右脚射门,可惜皮球高出右上角球门.给他传球的是卡贝拉.                   50'第50分钟，埃雷拉右侧禁区边缘半凌空抽射高出
60'进球啦！！！巴黎圣日耳曼球员马克斯维尔球门线跟前左脚射门,球从左上角飞进球门,球进了!助攻的是伊布. 蒙彼利埃 1-1 巴黎圣日耳曼.                   60'巴黎第60分钟追平比分
62'黄牌！蒙彼利埃球员卡奥塔里因为恶意犯规,被主裁判出示黄牌.                   60'巴黎第60分钟追平比分
71'黄牌！蒙彼利埃球员蒂耶内因为恶意犯规,被主裁判出示黄牌.                   71'卡瓦尼第71分钟登场，换下拉维齐
72'巴黎圣日耳曼换人,卡瓦尼换下拉维齐                   71'卡瓦尼第71分钟登场，换下拉维齐
72'蒙彼利埃球员卡奥塔里拼抢犯规,对手获得控球权.                   71'卡瓦尼第71分钟登场，换下拉维齐
72'帕斯托雷为巴黎圣日耳曼在对方半场,赢得一个任意球.                   71'卡瓦尼第71分钟登场，换下拉维齐
72'蒙彼利埃球员卡奥塔里因为恶意犯规,被裁判出示了第二张黄牌.                   71'卡瓦尼第71分钟登场，换下拉维齐
73'J-马尔维奥将球处理出底线,巴黎圣日耳曼获得角球.                   71'卡瓦尼第71分钟登场，换下拉维齐
74'巴黎圣日耳曼球员卡瓦尼小禁区右侧头球,被防守球员封堵.给他传球的是帕斯托雷.                   71'卡瓦尼第71分钟登场，换下拉维齐
74'蒂耶内将球处理出底线,巴黎圣日耳曼获得角球.                   71'卡瓦尼第71分钟登场，换下拉维齐
74'巴黎圣日耳曼球员卡瓦尼小禁区右侧头球,被防守球员封堵.给他传球的是帕斯托雷.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
74'蒂耶内将球处理出底线,巴黎圣日耳曼获得角球.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
75'蒙彼利埃换人,梅扎格换下卡马拉                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
75'巴黎圣日耳曼球员蒂亚戈-席尔瓦大禁区中央尝试头球,可惜皮球稍稍偏出了左球门.给他传球的是小卢卡斯.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
75'J-马丁为蒙彼利埃赢得一个任意球.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
75'巴黎圣日耳曼球员维拉蒂拼抢犯规,对手获得控球权.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
76'巴黎圣日耳曼换人,昂根达换下维拉蒂                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
77'希尔顿为蒙彼利埃赢得一个任意球.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
77'巴黎圣日耳曼球员伊布拼抢犯规,对手获得控球权.                   74'第74分钟，帕斯托雷左路准确传中，卡瓦尼后点距门5米处头球被后卫脚尖挡出底线
86'巴黎圣日耳曼球员帕斯托雷大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是小卢卡斯.                   86'第86分钟，帕斯托雷远射偏出
86'巴黎圣日耳曼换人,拉比奥特换下小卢卡斯                   86'第86分钟，帕斯托雷远射偏出
88'Víctor Hugo Montaño为蒙彼利埃在对方半场,赢得一个任意球.                   86'第86分钟，帕斯托雷远射偏出
88'巴黎圣日耳曼球员阿莱士拼抢犯规,对手获得控球权.                   86'第86分钟，帕斯托雷远射偏出
89'希尔顿将球处理出底线,巴黎圣日耳曼获得角球.                   86'第86分钟，帕斯托雷远射偏出
47'巴黎圣日耳曼球员伊布大禁区外尝试右脚射门,可惜皮球稍稍偏出了右球门.                   47'补时第2分钟，巴黎右侧开出角球，拉比奥与卡瓦尼双双争顶，前者在门前6米处头球被茹尔德朗神奇扑出
48'蒙彼利埃球员卡马拉拼抢犯规,对手获得控球权.                   47'补时第2分钟，巴黎右侧开出角球，拉比奥与卡瓦尼双双争顶，前者在门前6米处头球被茹尔德朗神奇扑出
48'维拉蒂为巴黎圣日耳曼赢得一个任意球.                   47'补时第2分钟，巴黎右侧开出角球，拉比奥与卡瓦尼双双争顶，前者在门前6米处头球被茹尔德朗神奇扑出
48'黄牌！蒙彼利埃球员卡马拉因为恶意犯规,被主裁判出示黄牌.                   47'补时第2分钟，巴黎右侧开出角球，拉比奥与卡瓦尼双双争顶，前者在门前6米处头球被茹尔德朗神奇扑出
50'蒙彼利埃球员埃雷拉大禁区右侧尝试右脚射门,可惜皮球高出右上角球门.给他传球的是卡贝拉.                   47'补时第2分钟，巴黎右侧开出角球，拉比奥与卡瓦尼双双争顶，前者在门前6米处头球被茹尔德朗神奇扑出
