3'建业右路横扫，冯卓毅打到门前，里卡多抢点捅射远角，滚入网窝                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
3'申花0-1落后建业                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
3'申花左路控球，回敲                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
4'曹赟定接应，找撤出来拿球的朱建荣                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
4'左路垫传后门柱附近，莫雷诺头球攻门                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
4'力压后卫，顶在了边网上                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
5'登巴巴中场做球，被上抢                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
5'巴索戈右路切入禁区，扣一步                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
5'低射被封出来                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
5'路尧外围跟上远射地滚球，被李帅扑住                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
5'曹赟定后场摆脱，被拉拽了                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
6'瓜林斜传右路，被顶出                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
6'莫雷诺右路突破，被王上源阻挡，任意球                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
6'登巴巴左路分球，柏佳骏上来                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
6'传中准确到门前，朱建荣争顶高了                   3'第3分钟朱建荣接曹赟定头球回做，左路送出高球，莫雷诺头球攻门稍稍偏出
5'登巴巴中场做球，被上抢                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
5'巴索戈右路切入禁区，扣一步                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
5'低射被封出来                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
5'路尧外围跟上远射地滚球，被李帅扑住                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
5'曹赟定后场摆脱，被拉拽了                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
6'瓜林斜传右路，被顶出                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
6'莫雷诺右路突破，被王上源阻挡，任意球                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
6'登巴巴左路分球，柏佳骏上来                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
6'传中准确到门前，朱建荣争顶高了                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
7'里卡多前场头球争下，摆渡                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
7'被破坏出去，后场顾操争顶犯规                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
8'瓜林任意球没过封堵                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
8'伊沃后场出球，被朱建荣绊倒                   5'第5分钟柏佳骏左路助攻上前传中，朱建荣鱼跃头球稍稍高出
13'伊沃拉到左路传中，没过第一点                   13'第13分钟莫雷诺突击制造角球，瓜林开出，栗鹏禁区中路飞身冲顶高出
13'莫雷诺右路加速突破内切，被顾操铲出底线                   13'第13分钟莫雷诺突击制造角球，瓜林开出，栗鹏禁区中路飞身冲顶高出
13'瓜林角球开点球点附近                   13'第13分钟莫雷诺突击制造角球，瓜林开出，栗鹏禁区中路飞身冲顶高出
14'栗鹏冲顶，高了                   13'第13分钟莫雷诺突击制造角球，瓜林开出，栗鹏禁区中路飞身冲顶高出
