7'切尔西球员兰帕德大禁区外右脚射门,被防守球员封堵.                   7'第7分钟，埃托奥赢得禁区前任意球机会，但兰帕德射门被人墙封堵
9'切尔西球员伊万诺维奇大禁区外尝试右脚射门,可惜皮球高出球门.                   7'第7分钟，埃托奥赢得禁区前任意球机会，但兰帕德射门被人墙封堵
10'进球啦！！！卡迪夫城球员穆特奇大禁区中央右脚射门,球从中路飞进球门,球进了! 切尔西 0-1 卡迪夫城.                   7'第7分钟，埃托奥赢得禁区前任意球机会，但兰帕德射门被人墙封堵
10'进球啦！！！卡迪夫城球员穆特奇大禁区中央右脚射门,球从中路飞进球门,球进了! 切尔西 0-1 卡迪夫城.                   10'卡迪夫城第10分钟取得领先，马绍尔大脚开球，拉米雷斯回传，路易斯漏过，马奇抢在切赫之前单刀捅射破门
17'卡特兰将球处理出底线,切尔西获得角球.                   17'切尔西第17分钟险些扳平比分，马塔开出角球，特里10码处头球攻门擦右侧立柱偏出
17'切尔西球员特里大禁区中央尝试头球,可惜皮球稍稍偏出了右球门.给他传球的是马塔.                   17'切尔西第17分钟险些扳平比分，马塔开出角球，特里10码处头球攻门擦右侧立柱偏出
20'奥登文杰为卡迪夫城在对方半场,赢得一个任意球.                   17'切尔西第17分钟险些扳平比分，马塔开出角球，特里10码处头球攻门擦右侧立柱偏出
20'切尔西球员特里拼抢犯规,对手获得控球权.                   17'切尔西第17分钟险些扳平比分，马塔开出角球，特里10码处头球攻门擦右侧立柱偏出
22'梅德尔将球处理出底线,切尔西获得角球.                   22'第22分钟，马塔开出角球，特里前点小禁区边缘头球攻门偏出近角
22'切尔西球员特里球门线跟前尝试头球,可惜皮球偏出球门.给他传球的是马塔.                   22'第22分钟，马塔开出角球，特里前点小禁区边缘头球攻门偏出近角
33'进球啦！！！切尔西球员阿扎尔球门线跟前右脚射门,球从中路飞进球门,球进了!助攻的是埃托奥. 切尔西 1-1 卡迪夫城.                   33'切尔西第33分钟扳平比分，马绍尔拍球被埃托奥从身侧捅出，阿扎尔横传，埃托奥小禁区边缘拿球晃过马绍尔后险些被梅德尔铲断，阿扎尔跟进打入空门，1-1
36'梅德尔将球处理出底线,切尔西获得角球.                   33'切尔西第33分钟扳平比分，马绍尔拍球被埃托奥从身侧捅出，阿扎尔横传，埃托奥小禁区边缘拿球晃过马绍尔后险些被梅德尔铲断，阿扎尔跟进打入空门，1-1
40'冈纳尔森为卡迪夫城在左路,赢得一个任意球.                   40'第40分钟，马塔前场丢球，路易斯对古纳尔森战术犯规被罚黄牌
40'切尔西球员大卫-路易斯拼抢犯规,对手获得控球权.                   40'第40分钟，马塔前场丢球，路易斯对古纳尔森战术犯规被罚黄牌
40'黄牌！切尔西球员大卫-路易斯因为恶意犯规,被主裁判出示黄牌.                   40'第40分钟，马塔前场丢球，路易斯对古纳尔森战术犯规被罚黄牌
41'卡迪夫城球员惠廷汉姆大禁区中央左脚射门,被防守球员封堵.给他传球的是考尔克.                   40'第40分钟，马塔前场丢球，路易斯对古纳尔森战术犯规被罚黄牌
