8'阿森纳球员罗西基大禁区左侧尝试右脚射门,可惜皮球稍稍偏出了左球门.                   8'第8分钟，卡索拉同吉鲁踢墙配合受阻，但罗西基左路禁区边缘的抽射偏出
9'西布罗姆维奇球员乔纳斯-奥尔森一脚直塞球给朗,但是边裁举旗显示后者已经越位.                   8'第8分钟，卡索拉同吉鲁踢墙配合受阻，但罗西基左路禁区边缘的抽射偏出
11'萨尼亚将球处理出底线,西布罗姆维奇获得角球.                   8'第8分钟，卡索拉同吉鲁踢墙配合受阻，但罗西基左路禁区边缘的抽射偏出
12'科斯切尔尼将球处理出底线,西布罗姆维奇获得角球.                   12'西布朗第12分钟险些破门，布伦特开出角球，雅克布前点近距离头球攻门被罗西基在远角球门线上头球解围
12'西布罗姆维奇球员雅各布球门线跟前头球,被防守球员封堵.给他传球的是布伦特.                   12'西布朗第12分钟险些破门，布伦特开出角球，雅克布前点近距离头球攻门被罗西基在远角球门线上头球解围
12'西布罗姆维奇球员雅各布大禁区中央尝试右脚射门,可惜皮球偏出球门.                   12'西布朗第12分钟险些破门，布伦特开出角球，雅克布前点近距离头球攻门被罗西基在远角球门线上头球解围
17'西布罗姆维奇球员朗大禁区右侧尝试左脚射门,可惜皮球稍稍偏出了右球门.给他传球的是比利-琼斯.                   17'第17分钟，比利-琼斯传球，隆格切入禁区右侧的射门偏出近角
18'西布罗姆维奇球员多朗斯一脚直塞球给朗,但是边裁举旗显示后者已经越位.                   17'第17分钟，比利-琼斯传球，隆格切入禁区右侧的射门偏出近角
20'里奇维尔为西布罗姆维奇赢得一个任意球.                   17'第17分钟，比利-琼斯传球，隆格切入禁区右侧的射门偏出近角
20'阿森纳球员热尔维尼奥拼抢犯规,对手获得控球权.                   17'第17分钟，比利-琼斯传球，隆格切入禁区右侧的射门偏出近角
20'进球啦！！！阿森纳球员罗西基球门线跟前头球,球从左下角飞进球门,球进了!助攻的是热尔维尼奥. 西布罗姆维奇 0-1 阿森纳.                   17'第17分钟，比利-琼斯传球，隆格切入禁区右侧的射门偏出近角
25'射门!!!西布罗姆维奇球员布伦特大禁区外左脚射门,被对方守门员横身扑出.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
25'J-托马斯为西布罗姆维奇在对方半场,赢得一个任意球.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
25'阿森纳球员拉姆塞拼抢犯规,对手获得控球权.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
26'黄牌！阿森纳球员拉姆塞因为恶意犯规,被主裁判出示黄牌.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
28'布伦特为西布罗姆维奇赢得一个任意球.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
28'阿森纳球员卡佐拉拼抢犯规,对手获得控球权.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
28'射门!!!阿森纳球员热尔维尼奥大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是罗西基.                   25'第25分钟，罗西基禁区前犯规，布伦特右路25码处低射近角被法比安斯基没收
28'布伦特为西布罗姆维奇赢得一个任意球.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
28'阿森纳球员卡佐拉拼抢犯规,对手获得控球权.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
28'射门!!!阿森纳球员热尔维尼奥大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是罗西基.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
29'射门!!!阿森纳球员拉姆塞大禁区外右脚射门,被对方守门员横身扑出.给他传球的是卡佐拉.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
30'里奇维尔为西布罗姆维奇赢得一个任意球.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
30'阿森纳球员吉鲁拼抢犯规,对手获得控球权.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
31'西布罗姆维奇球员乔纳斯-奥尔森拼抢犯规,对手获得控球权.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
31'吉鲁为阿森纳在对方半场,赢得一个任意球.                   28'第28分钟，罗西基传球，热尔维尼奥禁区右侧小角度射门被福斯特扑出
37'黄牌！阿森纳球员罗西基因为恶意犯规,被主裁判出示黄牌.                   37'第37分钟，罗西基后场铲倒莫里森被罚黄牌
37'西布罗姆维奇球员布伦特大禁区外左脚射门,被防守球员封堵.                   37'第37分钟，罗西基后场铲倒莫里森被罚黄牌
38'布伦特将球处理出底线,阿森纳获得角球.                   37'第37分钟，罗西基后场铲倒莫里森被罚黄牌
43'阿森纳球员拉姆塞大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是吉鲁.                   43'阿森纳第43分钟错失良机，卡索拉直传，吉鲁脚后跟传球，拉姆塞小禁区边缘射门偏出
43'麦考利将球处理出底线,阿森纳获得角球.                   43'阿森纳第43分钟错失良机，卡索拉直传，吉鲁脚后跟传球，拉姆塞小禁区边缘射门偏出
44'阿森纳球员吉鲁大禁区中央尝试头球,可惜皮球高出球门.给他传球的是卡佐拉.                   43'阿森纳第43分钟错失良机，卡索拉直传，吉鲁脚后跟传球，拉姆塞小禁区边缘射门偏出
44'科斯切尔尼将球处理出底线,西布罗姆维奇获得角球.                   43'阿森纳第43分钟错失良机，卡索拉直传，吉鲁脚后跟传球，拉姆塞小禁区边缘射门偏出
45'+2'上半场结束,西布罗姆维奇 0-1 阿森纳,稍事休息,我们一会来看看下半场两队的表现.                   43'阿森纳第43分钟错失良机，卡索拉直传，吉鲁脚后跟传球，拉姆塞小禁区边缘射门偏出
48'射门!!!阿森纳球员萨尼亚球门右侧小角度右脚射门,被对方守门员横身扑出.给他传球的是热尔维尼奥.                   48'第48分钟，萨尼亚后场抢断，热尔维尼奥反击中突破分球，萨尼亚禁区右侧小角度射门被福斯特挡出底线
48'本-福斯特将球处理出底线,阿森纳获得角球.                   48'第48分钟，萨尼亚后场抢断，热尔维尼奥反击中突破分球，萨尼亚禁区右侧小角度射门被福斯特挡出底线
49'西布罗姆维奇本-福斯特受伤倒地,比赛暂停                   48'第48分钟，萨尼亚后场抢断，热尔维尼奥反击中突破分球，萨尼亚禁区右侧小角度射门被福斯特挡出底线
49'暂停结束,球员们重新开始比赛.                   48'第48分钟，萨尼亚后场抢断，热尔维尼奥反击中突破分球，萨尼亚禁区右侧小角度射门被福斯特挡出底线
