3'申鑫后场抢断，雅伊尔顿的过顶球打身后                   3'开场第3分钟，姜嘉俊拼抢中左肩受伤，队医入场帮他紧急冰敷
3'徐文前插接应，可惜还是慢了半拍，球被回防的孙继海控制                   3'开场第3分钟，姜嘉俊拼抢中左肩受伤，队医入场帮他紧急冰敷
3'陈子介中前场拿球，强突，遭遇夹击，失误啦                   3'开场第3分钟，姜嘉俊拼抢中左肩受伤，队医入场帮他紧急冰敷
5'林庾焕拿球反击，陈杰原地反抢，放倒了林庾焕，犯规                   3'开场第3分钟，姜嘉俊拼抢中左肩受伤，队医入场帮他紧急冰敷
6'开场来看，申鑫还是想依靠主场之利，先发制人啊                   3'开场第3分钟，姜嘉俊拼抢中左肩受伤，队医入场帮他紧急冰敷
6'徐文中场的转移球失误，直接出了边线                   3'开场第3分钟，姜嘉俊拼抢中左肩受伤，队医入场帮他紧急冰敷
9'贵州人和基本压到了中场，在中场展开积极拼抢                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
9'人和中场抢断，杨一虎的直塞找汉克                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
9'力量稍大，被刘殿座出击轻松控制                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
9'本场比赛，直接申鑫多年的朱炯率领人和客场作战，他在场边也将成为关注焦点                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
10'姜佳俊左路强突，陈昌源身后顶人犯规                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
10'申鑫获得前场左侧的任意球机会，于涛主罚                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
11'于涛任意球斜传前点，乔尼的头球，匝地后出了底线                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
12'申鑫右后场的过顶长传找乌塔卡，萨利头球顶回                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
12'人和的反击，米西拿球，强突                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
12'禁区弧顶外突然起脚打门，球直接飞向了看台                   9'第9分钟陈昌源右路防守姜嘉俊犯规，于涛任意球开大前点，乔尼飞身垫射球中边网
18'申鑫的反击，雅伊尔顿中圈拿球，陈杰战术犯规，放倒雅伊尔顿                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
19'唐家遮右路拿球，过顶球给到刘俊楠                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
19'刘俊楠横传给到乌塔卡，乌塔卡拿球强突                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
19'自己往里带，脚下一拉，变向时被萨利伸脚将球破坏                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
20'这球乌塔卡没带好啊，如果过去，得分机会将很大                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
20'上半场比赛20分钟，比分还是0-0                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
20'申鑫这边刘俊楠的附身冲顶是改写比分的最好机会，可惜啦                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
21'而人和这边办法不多，更多的是禁区外的远射                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
21'客户端用户 2014-08-09 19:58:08 劲爆体育了（新浪视频、五星体育都在直播）                   18'第18分钟贵州队才获得第一脚实质射门，德国前国脚汉克禁区外怒射踢高
27'杨一虎前插接应，边裁举旗，越位在先                   27'第27分钟刘竣楠丢球后凶狠回铲饶伟辉吃到黄牌
