1'阿森纳球员沃尔科特大禁区右侧左脚射门,被防守球员封堵.给他传球的是拉姆塞.                   1'阿森纳第1分钟连续在右路掀起攻势
4'维冈球员麦卡锡拼抢犯规,对手获得控球权.                   1'阿森纳第1分钟连续在右路掀起攻势
4'拉姆塞为阿森纳赢得一个任意球.                   1'阿森纳第1分钟连续在右路掀起攻势
11'进球啦！！！阿森纳球员波多尔斯基球门线跟前头球,球从中路偏上飞进球门,球进了!助攻的是卡佐拉. 阿森纳 1-0 维冈.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
12'维冈球员麦卡锡拼抢犯规,对手获得控球权.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
12'沃尔科特为阿森纳在右路,赢得一个任意球.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
13'维冈球员麦克马纳曼拼抢犯规,对手获得控球权.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
13'阿尔特塔为阿森纳在对方半场,赢得一个任意球.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
14'埃斯皮诺萨将球处理出底线,阿森纳获得角球.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
14'埃斯皮诺萨将球处理出底线,阿森纳获得角球.                   11'阿森纳第11分钟取得领先，卡索拉开出角球，无人防守的波多尔斯基小禁区边缘内头球破门
18'阿森纳球员萨尼亚大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是卡佐拉.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
19'维冈球员麦克马纳曼拼抢犯规,对手获得控球权.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
19'卡佐拉为阿森纳赢得一个任意球.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
19'阿森纳球员沃尔科特大禁区中央右脚射门,被防守球员封堵.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
19'阿森纳球员阿尔特塔大禁区外右脚射门,被防守球员封堵.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
20'阿森纳球员波多尔斯基大禁区中央尝试头球,可惜皮球高出右上角球门.给他传球的是拉姆塞.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
20'阿森纳球员拉姆塞小禁区左侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是卡佐拉.                   18'第18分钟，萨尼亚右路远射偏出，跟进的吉布斯小禁区边缘险些拿到铲射机会
20'阿森纳球员波多尔斯基大禁区中央尝试头球,可惜皮球高出右上角球门.给他传球的是拉姆塞.                   20'第20分钟，拉姆塞传中，波多尔斯基头球攻门偏出
20'阿森纳球员拉姆塞小禁区左侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是卡佐拉.                   20'第20分钟，拉姆塞传中，波多尔斯基头球攻门偏出
22'维冈球员A-科内拼抢犯规,对手获得控球权.                   20'第20分钟，拉姆塞传中，波多尔斯基头球攻门偏出
22'阿尔特塔为阿森纳在对方半场,赢得一个任意球.                   20'第20分钟，拉姆塞传中，波多尔斯基头球攻门偏出
