5'射门!!!桑普多利亚球员德西尔维斯特里大禁区外右脚射门,被对方守门员横身扑出.                   5'开场5分钟，德西尔维斯特里右侧禁区前沿大力抽射被阿比亚蒂击出
7'射门!!!AC米兰球员博扬大禁区外右脚射门,被对方守门员横身扑出.给他传球的是德希利奥.                   5'开场5分钟，德西尔维斯特里右侧禁区前沿大力抽射被阿比亚蒂击出
8'射门!!!桑普多利亚球员波利大禁区外右脚射门,被对方守门员横身扑出.给他传球的是科斯蒂奇.                   5'开场5分钟，德西尔维斯特里右侧禁区前沿大力抽射被阿比亚蒂击出
8'阿比亚蒂将球处理出底线,桑普多利亚获得角球.                   5'开场5分钟，德西尔维斯特里右侧禁区前沿大力抽射被阿比亚蒂击出
8'射门!!!桑普多利亚球员波利大禁区外右脚射门,被对方守门员横身扑出.给他传球的是科斯蒂奇.                   8'第8分钟，克尔斯蒂契奇直传，波利在门前20米处右脚弧线球被阿比亚蒂飞身单手托出横梁
8'阿比亚蒂将球处理出底线,桑普多利亚获得角球.                   8'第8分钟，克尔斯蒂契奇直传，波利在门前20米处右脚弧线球被阿比亚蒂飞身单手托出横梁
11'奥比昂为桑普多利亚在对方半场,赢得一个任意球.                   8'第8分钟，克尔斯蒂契奇直传，波利在门前20米处右脚弧线球被阿比亚蒂飞身单手托出横梁
11'AC米兰球员康斯坦特拼抢犯规,对手获得控球权.                   8'第8分钟，克尔斯蒂契奇直传，波利在门前20米处右脚弧线球被阿比亚蒂飞身单手托出横梁
21'康斯坦特将球处理出底线,桑普多利亚获得角球.                   21'第21分钟，科斯塔右侧开出角球，加斯塔尔代洛头球高出
21'桑普多利亚球员加斯塔尔德罗大禁区中央尝试头球,可惜皮球稍稍高出球门.给他传球的是埃斯蒂加里维亚.                   21'第21分钟，科斯塔右侧开出角球，加斯塔尔代洛头球高出
22'帕隆博将球处理出底线,AC米兰获得角球.                   21'第21分钟，科斯塔右侧开出角球，加斯塔尔代洛头球高出
23'AC米兰球员博阿滕大禁区外右脚射门,被防守球员封堵.                   21'第21分钟，科斯塔右侧开出角球，加斯塔尔代洛头球高出
28'AC米兰球员博扬大禁区外尝试右脚射门,可惜皮球高出右上角球门.                   28'第28分钟，博扬摆脱后卫距门20米处抽射高出
29'德希利奥将球处理出底线,桑普多利亚获得角球.                   28'第28分钟，博扬摆脱后卫距门20米处抽射高出
38'AC米兰球员弗拉米尼大禁区中央右脚射门,被防守球员封堵.给他传球的是沙拉维.                   38'第38分钟，桑普打出反击，梅克斯阻挡伊卡尔迪，被黄牌警告
38'埃德尔为桑普多利亚赢得一个任意球.                   38'第38分钟，桑普打出反击，梅克斯阻挡伊卡尔迪，被黄牌警告
38'AC米兰球员梅克斯拼抢犯规,对手获得控球权.                   38'第38分钟，桑普打出反击，梅克斯阻挡伊卡尔迪，被黄牌警告
38'黄牌！AC米兰球员梅克斯因为恶意犯规,被主裁判出示黄牌.                   38'第38分钟，桑普打出反击，梅克斯阻挡伊卡尔迪，被黄牌警告
40'AC米兰球员蒙托利沃大禁区外尝试左脚射门,可惜皮球高出球门.                   38'第38分钟，桑普打出反击，梅克斯阻挡伊卡尔迪，被黄牌警告
41'沙拉维将球处理出底线,桑普多利亚获得角球.                   38'第38分钟，桑普打出反击，梅克斯阻挡伊卡尔迪，被黄牌警告
43'AC米兰球员博扬大禁区外尝试右脚射门,可惜皮球高出右上角球门.给他传球的是弗拉米尼.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
44'波利为桑普多利亚在左路,赢得一个任意球.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
44'AC米兰球员德希利奥拼抢犯规,对手获得控球权.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
45'+1'萨帕塔将球处理出底线,桑普多利亚获得角球.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
45'+1'康斯坦特将球处理出底线,桑普多利亚获得角球.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
45'+1'桑普多利亚球员埃德尔大禁区中央尝试头球,可惜皮球高出球门.给他传球的是埃斯蒂加里维亚.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
45'+1'上半场结束,桑普多利亚 0-0 AC米兰,稍事休息,我们一会来看看下半场两队的表现.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
46'AC米兰球员沙拉维大禁区外右脚射门,被防守球员封堵.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
46'射门!!!AC米兰球员尼昂大禁区右侧右脚射门,被对方守门员横身扑出.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
46'罗梅罗将球处理出底线,AC米兰获得角球.                   43'第43分钟，博扬后场断球长途奔袭，禁区前沿一脚打高
48'桑普多利亚球员埃斯蒂加里维亚大禁区外左脚射门,被防守球员封堵.                   48'第48分钟，埃斯蒂加里维亚在门前28米处左脚大力抽射，萨帕塔中途头球解围顶出底线，埃斯蒂加里维亚开出角球，加斯塔尔代洛头球偏出左门柱
48'萨帕塔将球处理出底线,桑普多利亚获得角球.                   48'第48分钟，埃斯蒂加里维亚在门前28米处左脚大力抽射，萨帕塔中途头球解围顶出底线，埃斯蒂加里维亚开出角球，加斯塔尔代洛头球偏出左门柱
