4'曼城球员亚亚-图雷拼抢犯规,对手获得控球权.                   1'第1分钟西汉姆在主场观众呐喊声中努力发动进攻
4'安迪-卡罗尔为西汉姆联在对方半场,赢得一个任意球.                   1'第1分钟西汉姆在主场观众呐喊声中努力发动进攻
4'西汉姆联球员诺布尔一脚直塞球给诺兰,但是边裁举旗显示后者已经越位.                   1'第1分钟西汉姆在主场观众呐喊声中努力发动进攻
8'曼城球员哲科大禁区外左脚射门,被防守球员封堵.给他传球的是特维斯.                   7'第7分钟，哲科左脚射门，被诺布尔用身体挡出
9'射门!!!曼城球员纳斯里大禁区外右脚射门,被对方守门员横身扑出.给他传球的是哲科.                   7'第7分钟，哲科左脚射门，被诺布尔用身体挡出
9'曼城球员纳斯里一脚直塞球给哲科,但是边裁举旗显示后者已经越位.                   7'第7分钟，哲科左脚射门，被诺布尔用身体挡出
11'西汉姆联球员迪亚姆拼抢犯规,对手获得控球权.                   10'第10分钟，迪亚梅对哲科犯规，巴洛特利左路任意球打在人墙上弹出
11'哲科为曼城在对方半场,赢得一个任意球.                   10'第10分钟，迪亚梅对哲科犯规，巴洛特利左路任意球打在人墙上弹出
11'曼城球员巴洛特利大禁区外右脚射门,被防守球员封堵.                   10'第10分钟，迪亚梅对哲科犯规，巴洛特利左路任意球打在人墙上弹出
12'安迪-卡罗尔为西汉姆联赢得一个任意球.                   10'第10分钟，迪亚梅对哲科犯规，巴洛特利左路任意球打在人墙上弹出
12'曼城球员科洛-图雷拼抢犯规,对手获得控球权.                   10'第10分钟，迪亚梅对哲科犯规，巴洛特利左路任意球打在人墙上弹出
13'西汉姆联球员迪亚姆大禁区外尝试右脚射门,可惜皮球稍稍高出球门.给他传球的是贾维斯.                   10'第10分钟，迪亚梅对哲科犯规，巴洛特利左路任意球打在人墙上弹出
18'西汉姆联球员贝纳永大禁区中央右脚射门,命中门柱横梁.给他传球的是贾维斯.                   17'第17分钟，西汉姆中场长传球找到贾维斯，后者拿球后左路传中到禁区后点，贝纳永快步跟上，起右脚凌空怒射，皮球打在横梁上弹出
18'西汉姆联球员迪亚姆拼抢犯规,对手获得控球权.                   17'第17分钟，西汉姆中场长传球找到贾维斯，后者拿球后左路传中到禁区后点，贝纳永快步跟上，起右脚凌空怒射，皮球打在横梁上弹出
18'哲科为曼城在对方半场,赢得一个任意球.                   17'第17分钟，西汉姆中场长传球找到贾维斯，后者拿球后左路传中到禁区后点，贝纳永快步跟上，起右脚凌空怒射，皮球打在横梁上弹出
19'曼城球员特维斯大禁区外尝试右脚射门,可惜皮球高出球门.                   17'第17分钟，西汉姆中场长传球找到贾维斯，后者拿球后左路传中到禁区后点，贝纳永快步跟上，起右脚凌空怒射，皮球打在横梁上弹出
