7'切尔西球员马塔拼抢犯规,对手获得控球权.                   7'第7分钟，前利物浦中场谢尔维左路任意球传中，阿马特12码处头球攻门高出
7'阿尔瓦罗为斯旺西在左路,赢得一个任意球.                   7'第7分钟，前利物浦中场谢尔维左路任意球传中，阿马特12码处头球攻门高出
8'斯旺西球员阿玛特大禁区中央尝试头球,可惜皮球高出球门.给他传球的是谢尔维.                   7'第7分钟，前利物浦中场谢尔维左路任意球传中，阿马特12码处头球攻门高出
10'切尔西球员阿扎尔拼抢犯规,对手获得控球权.                   7'第7分钟，前利物浦中场谢尔维左路任意球传中，阿马特12码处头球攻门高出
10'兰杰尔为斯旺西赢得一个任意球.                   7'第7分钟，前利物浦中场谢尔维左路任意球传中，阿马特12码处头球攻门高出
50'切尔西球员埃托奥大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是阿扎尔.                   47'2分钟后，埃托奥回传，伊万诺维奇禁区右侧的射门被阿什利-威廉姆斯挡出
17'射门!!!切尔西球员拉米雷斯大禁区外右脚射门,被对方守门员横身扑出.给他传球的是埃托奥.                   17'第17分钟，埃托奥传球，拉米雷斯外围射门被特雷梅尔轻松得到
18'斯旺西球员何塞-卡纳斯一脚直塞球给劳特里奇,但是边裁举旗显示后者已经越位.                   17'第17分钟，埃托奥传球，拉米雷斯外围射门被特雷梅尔轻松得到
19'兰杰尔将球处理出底线,切尔西获得角球.                   17'第17分钟，埃托奥传球，拉米雷斯外围射门被特雷梅尔轻松得到
20'射门!!!切尔西球员特里大禁区中央右脚射门,被对方守门员横身扑出.给他传球的是奥斯卡.                   17'第17分钟，埃托奥传球，拉米雷斯外围射门被特雷梅尔轻松得到
20'特里梅尔将球处理出底线,切尔西获得角球.                   17'第17分钟，埃托奥传球，拉米雷斯外围射门被特雷梅尔轻松得到
20'切尔西球员特里大禁区中央头球,被防守球员封堵.给他传球的是阿扎尔.                   17'第17分钟，埃托奥传球，拉米雷斯外围射门被特雷梅尔轻松得到
