3'利希施泰纳为尤文图斯在右路,赢得一个任意球.                   3'开场3分钟，博格巴放倒阿迪，本特松左脚任意球击中人墙
3'哥本哈根球员布拉滕拼抢犯规,对手获得控球权.                   3'开场3分钟，博格巴放倒阿迪，本特松左脚任意球击中人墙
3'利希施泰纳为尤文图斯在右路,赢得一个任意球.                   3'开场3分钟，博格巴放倒阿迪，本特松左脚任意球击中人墙
3'哥本哈根球员德莱尼拼抢犯规,对手获得控球权.                   3'开场3分钟，博格巴放倒阿迪，本特松左脚任意球击中人墙
4'博拉诺斯将球处理出底线,尤文图斯获得角球.                   3'开场3分钟，博格巴放倒阿迪，本特松左脚任意球击中人墙
5'尤文图斯球员特维斯大禁区中央尝试右脚射门,可惜皮球稍稍偏出了右球门.给他传球的是皮尔洛.                   3'开场3分钟，博格巴放倒阿迪，本特松左脚任意球击中人墙
8'射门!!!哥本哈根球员阿迪大禁区外左脚射门,被对方守门员横身扑出.给他传球的是约根森.                   8'第8分钟，阿迪左脚远射被布冯得到
9'哥本哈根球员布拉滕拼抢犯规,对手获得控球权.                   8'第8分钟，阿迪左脚远射被布冯得到
9'利希施泰纳为尤文图斯在对方半场,赢得一个任意球.                   8'第8分钟，阿迪左脚远射被布冯得到
10'克劳德米尔为哥本哈根赢得一个任意球.                   8'第8分钟，阿迪左脚远射被布冯得到
10'尤文图斯球员皮尔洛拼抢犯规,对手获得控球权.                   8'第8分钟，阿迪左脚远射被布冯得到
11'哥本哈根球员博拉诺斯一脚直塞球给布拉滕,但是边裁举旗显示后者已经越位.                   8'第8分钟，阿迪左脚远射被布冯得到
16'射门!!!尤文图斯球员特维斯大禁区外右脚射门,被对方守门员横身扑出.给他传球的是佩鲁索.                   16'第16分钟，特维斯禁区边缘低射被维兰扑出，夸利亚雷拉左侧小角度似传似射又被维兰拿到
16'射门!!!尤文图斯球员夸利亚雷拉球门左侧小角度右脚射门,被对方守门员横身扑出.                   16'第16分钟，特维斯禁区边缘低射被维兰扑出，夸利亚雷拉左侧小角度似传似射又被维兰拿到
16'博努奇将球处理出底线,哥本哈根获得角球.                   16'第16分钟，特维斯禁区边缘低射被维兰扑出，夸利亚雷拉左侧小角度似传似射又被维兰拿到
18'哥本哈根球员维兰德一脚直塞球给阿迪,但是边裁举旗显示后者已经越位.                   16'第16分钟，特维斯禁区边缘低射被维兰扑出，夸利亚雷拉左侧小角度似传似射又被维兰拿到
