1'上半场比赛开始了！                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
1'上半场由北京国安中圈开球                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
1'徐云龙长传上来，保利尼奥的解围到中场                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
1'雷腾龙对高拉特犯规                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
2'冯潇霆长传到前场，埃尔克森一蹭，没有蹭厚，球到了杨智脚下                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
2'杨智带球出禁区，长传上来，巴塔拉头球回顶                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
2'中场混战，李运秋长传，金英权顶到第一点                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
2'郑龙左路护球被对方雷腾龙撞倒                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
4'恒大淘宝右路进攻，保利尼奥分左路的李学鹏                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
4'巴塔拉后场反抢成功，交给河大成没有停好                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
4'高拉特带球被马季奇断下分给巴塔拉                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
4'巴塔拉传球被冯潇霆拦截                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
4'高拉特找人，交给左路的郑龙回传黄博文                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
4'连续的短传，没有传好，赵和靖断球直传                   1'第1分钟恒大展开积极前压，但黄博文因在前场凶狠铲抢张稀哲领到黄牌
13'埃尔克森左路得球，倒三角传到中路，保利尼奥远射力量不大，杨智将球抱住                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
13'双方教练都站到场边                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
14'国安连续的短传配合，巴塔拉一挑，张稀哲越位                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
14'郑龙的斜传，埃尔克森头球后蹭，杨智的世界                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
15'高拉特的挑传打在马季奇手上                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
15'金英权长传打到禁区前沿，裁判吹了埃尔克森争顶时压人犯规                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
16'杨智长传上来，金英权解围                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
16'埃尔克森左路带球被雷腾龙铲出边线                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
16'于大宝沿边线抹球推进，保利尼奥拉人犯规                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
16'主裁判果断出示黄牌                   13'第13分钟，埃尔克森左路策动恒大攻势，保利尼奥禁区前调整低射被杨智没收
29'金英权直传，黄博文推进后交给李学鹏                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
29'黄博文再拉边拿球，越位了                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
30'保利尼奥交给了金英权                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
30'直传，黄博文接应没能转身回传给曾诚                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
30'金英权引球出击，被于大宝绊了一下                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
31'恒大淘宝左路的角球                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
32'黄博文传中被雷腾龙解围                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
32'梅方右路传中打在马季奇身上出边线                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
32'梅方的突破受阻，郑龙加速将球铲出边线                   29'比赛进行至第29分钟时，工体现场整齐地呼喊起了邵佳一的名字
34'埃尔克森中路接应，转身直传                   34'第34分钟，恒大中路快速传递由保利尼奥将球传入禁区，高拉特前插时与徐云龙接触倒地，拼抢混战中保利尼奥失去平衡撞翻杨智，黄博文将球射入空门被判无效，裁判判定保利尼奥侵犯门将
