4'安诺德犯规 埃弗顿获得前场左路的任意球                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
5'迪涅主罚 找到禁区里的米纳                    4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
5'米纳头球攻门 球稍稍偏出了球门                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
5'利物浦后场倒球                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
6'传球失误 埃弗顿将球断下                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
6'埃弗顿左路发起进攻 球出了边线                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
6'埃弗顿左侧边路前场边线球                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
7'埃弗顿后场倒球                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
7'失误了 利物浦发起进攻  沙奇里给到右侧的萨拉赫                   4'开场仅4分钟，迪涅左路任意球传中，米纳头球攻门偏出
46'阿诺德主罚 但是被埃弗顿后卫解围出禁区                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
46'利物浦再次找到禁区 但是被皮克福德没收                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
46'上半场比赛补时1分钟                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
47'皮克福德开出球门球                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
47'埃弗顿右侧边路发起进攻  横传禁区 但是被阿利松没收                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
46'裁判员一声哨响，下半场比赛开始                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
46'埃弗顿发起进攻，沃尔科特禁区内打门被阿利松没收                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
46'利物浦后场倒球                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
47'给到中路的沙奇里 沙奇里横传给到萨拉赫                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
47'萨拉赫大禁区弧顶处远射 球稍稍偏出左侧球门                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
48'埃弗顿左侧边路向前传球 失误了                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
48'利物浦获得球权 后场倒球                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
48'罗伯逊长传找禁区里的萨拉赫                    46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
48'但是被埃弗顿后卫断下                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
49'埃弗顿左侧边路配合 戈麦斯传大了失误了                   46'1分钟后，阿诺德长传，但马内禁区左侧的射门被科尔曼挡出底线
21'埃弗顿长传找前锋里沙利松 但是传大了 被阿利松没收                   21'埃弗顿第21分钟险些破门，伯纳德左路传中，沃尔科特远点头球回摆，安德列-戈麦斯近距离头球攻门打在阿利松胸口弹回，但皮球打在安德列-戈麦斯胸口又缓缓弹向球门，约瑟夫-戈麦斯门线前及时铲出解围
21'利物浦发起快速进攻                    21'埃弗顿第21分钟险些破门，伯纳德左路传中，沃尔科特远点头球回摆，安德列-戈麦斯近距离头球攻门打在阿利松胸口弹回，但皮球打在安德列-戈麦斯胸口又缓缓弹向球门，约瑟夫-戈麦斯门线前及时铲出解围
21'左侧边路的罗伯逊长传给禁区附近的马内                   21'埃弗顿第21分钟险些破门，伯纳德左路传中，沃尔科特远点头球回摆，安德列-戈麦斯近距离头球攻门打在阿利松胸口弹回，但皮球打在安德列-戈麦斯胸口又缓缓弹向球门，约瑟夫-戈麦斯门线前及时铲出解围
21'但是马内手球犯规在先                   21'埃弗顿第21分钟险些破门，伯纳德左路传中，沃尔科特远点头球回摆，安德列-戈麦斯近距离头球攻门打在阿利松胸口弹回，但皮球打在安德列-戈麦斯胸口又缓缓弹向球门，约瑟夫-戈麦斯门线前及时铲出解围
