4'裁判哨响，吹了特谢拉的进攻犯规                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
4'特谢拉突破时，球没有停好，丢了，反抢犯规了                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'人和定位球开到前场                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'苏宁控制球                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'杨笑天送出下底传中球                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'球被门将扑出来                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'外围杨笑天继续传球禁区，博阿基耶头球攻门                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'危险                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'球被托出了底线                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
5'角球                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
6'角球开出来，第一点门将将球扑出来                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
6'特谢拉拿球，分球插上的谢鹏飞，脚后跟传球非常漂亮                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
6'但是球出了底线                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
6'谢鹏飞倒地                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
6'裁判么有表示呀                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
7'饶伟辉的传球                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
7'帕莱塔将球拦截                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
7'中圈附近苏宁传导球                   4'第 4分钟，杨笑天送出下底传中，球被门将扑出
10'前场周云抢断了                   10'第10分钟，周云右路送出威胁传中，张烈出击将球没收
10'反击gogogo                   10'第10分钟，周云右路送出威胁传中，张烈出击将球没收
10'送出直塞球，找到博阿基耶，球被踢出了底线                   10'第10分钟，周云右路送出威胁传中，张烈出击将球没收
10'角球                   10'第10分钟，周云右路送出威胁传中，张烈出击将球没收
10'角球开出来，前点                   10'第10分钟，周云右路送出威胁传中，张烈出击将球没收
