2'桑德兰球员博里尼大禁区右侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是贾凯里尼.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
3'卡希尔为切尔西赢得一个任意球.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
3'桑德兰球员阿尔蒂多尔拼抢犯规,对手获得控球权.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
4'切尔西球员特里拼抢犯规,对手获得控球权.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
4'阿尔蒂多尔为桑德兰在对方半场,赢得一个任意球.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
5'马塔为切尔西在右路,赢得一个任意球.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
5'桑德兰球员多塞纳拼抢犯规,对手获得控球权.                   2'开场仅2分钟，贾凯里尼传球，博里尼禁区右侧的射门偏出远角立柱
10'切尔西球员兰帕德大禁区外尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是阿扎尔.                   8'第8分钟，威廉突破受阻，阿扎尔25码处劲射偏出
11'切尔西球员阿兹皮利奎塔拼抢犯规,对手获得控球权.                   8'第8分钟，威廉突破受阻，阿扎尔25码处劲射偏出
11'贾凯里尼为桑德兰在右路,赢得一个任意球.                   8'第8分钟，威廉突破受阻，阿扎尔25码处劲射偏出
14'桑德兰球员多塞纳大禁区外左脚射门,被防守球员封堵.                   14'桑德兰第14分钟取得领先，阿斯皮利奎塔禁区前犯规，多塞纳任意球射门被人墙挡偏，科尔巴克传球，阿尔蒂多尔12码处面对特里转身扫射左下角入网
14'进球啦！！！桑德兰球员阿尔蒂多尔大禁区中央左脚射门,球从左下角飞进球门,球进了!助攻的是科尔巴克. 桑德兰 1-0 切尔西.                   14'桑德兰第14分钟取得领先，阿斯皮利奎塔禁区前犯规，多塞纳任意球射门被人墙挡偏，科尔巴克传球，阿尔蒂多尔12码处面对特里转身扫射左下角入网
17'奥谢将球处理出底线,切尔西获得角球.                   14'桑德兰第14分钟取得领先，阿斯皮利奎塔禁区前犯规，多塞纳任意球射门被人墙挡偏，科尔巴克传球，阿尔蒂多尔12码处面对特里转身扫射左下角入网
