3'射门!!!切沃球员卡斯特罗大禁区右侧右脚射门,被对方守门员横身扑出.给他传球的是戈比.                   1'第1分钟两队互有攻守
4'射门!!!国际米兰球员约维蒂奇大禁区外右脚射门,被对方守门员横身扑出.                   1'第1分钟两队互有攻守
20'比萨里将球处理出底线,国际米兰获得角球.                   20'前20分钟飞驴已有5次射门(3次禁区内)，国米只有2次禁区外射门
23'比萨里将球处理出底线,国际米兰获得角球.                   20'前20分钟飞驴已有5次射门(3次禁区内)，国米只有2次禁区外射门
23'国际米兰球员孔多比亚大禁区外左脚射门,被防守球员封堵.                   20'前20分钟飞驴已有5次射门(3次禁区内)，国米只有2次禁区外射门
35'切沃球员帕洛斯基大禁区右侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是比尔萨.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
35'梅德尔将球处理出底线,切沃获得角球.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
35'切沃球员卡斯特罗大禁区右侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是比尔萨.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
37'切沃球员里戈尼拼抢犯规,对手获得控球权.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
37'伊卡尔迪为国际米兰在对方半场,赢得一个任意球.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
37'黄牌！切沃球员里戈尼因为恶意犯规,被主裁判出示黄牌.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
38'国际米兰球员孔多比亚大禁区中央尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是佩里西奇.                   35'第35分钟，比尔萨左路斜传，帕洛斯基禁区右侧凌空横扫门前，梅乔里尼后点包抄，但梅德尔抢先勾出底线
42'进球啦！！！国际米兰球员伊卡尔迪大禁区中央左脚射门,球从右下角飞进球门,球进了! 切沃 0-1 国际米兰.                   42'国米第42分钟取得领先
43'射门!!!切沃球员比尔萨大禁区中央左脚射门,被对方守门员横身扑出.                   42'国米第42分钟取得领先
43'切沃球员卡斯特罗大禁区右侧尝试右脚射门,可惜皮球稍稍偏出了左球门.给他传球的是比尔萨.                   42'国米第42分钟取得领先
44'N-弗雷将球处理出底线,国际米兰获得角球.                   42'国米第42分钟取得领先
45'射门!!!国际米兰球员梅洛大禁区中央头球,被对方守门员横身扑出.                   42'国米第42分钟取得领先
45'+1'上半场结束,切沃 0-1 国际米兰,稍事休息,我们一会来看看下半场两队的表现.                   42'国米第42分钟取得领先
46'切沃球员B-塞萨尔拼抢犯规,对手获得控球权.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
46'伊卡尔迪为国际米兰在右路,赢得一个任意球.                   46'仅过1分钟，比尔萨禁区边缘抽射被汉达诺维奇封出，卡斯特罗补射偏出
